seed,arm,fit,lambda_1,epoch,train_loss,train_nll,validation_nll
1001,A2,full_refit,0.01,50,0.6658675759927762,0.6646528014918197,nan
1002,A1,full_refit,0.01,1,0.8136415389026246,0.8124912921615615,nan
1002,A1,full_refit,0.01,2,0.8105647480677469,0.8094157793305835,nan
1002,A1,full_refit,0.01,3,0.8074938959847147,0.8063461573203381,nan
1002,A1,full_refit,0.01,4,0.8044291023332424,0.803282539484625,nan
1002,A1,full_refit,0.01,5,0.8013704733997082,0.8002250514166469,nan
1002,A1,full_refit,0.01,6,0.798318104173223,0.7971737998906642,nan
1002,A1,full_refit,0.01,7,0.7952720697938435,0.7941288617930187,nan
1002,A1,full_refit,0.01,8,0.7922324426376711,0.7910903070959154,nan
1002,A1,full_refit,0.01,9,0.7891992846992265,0.7880581962843796,nan
1002,A1,full_refit,0.01,10,0.7861726396630131,0.7850325735659431,nan
1002,A1,full_refit,0.01,11,0.7831525298978086,0.7820134632162337,nan
1002,A1,full_refit,0.01,12,0.7801389560773618,0.7790008682691564,nan
1002,A1,full_refit,0.01,13,0.7771319005831293,0.7759947732043648,nan
1002,A1,full_refit,0.01,14,0.7741313338997495,0.7729951499750359,nan
1002,A1,full_refit,0.01,15,0.7711372206150827,0.7700019639738217,nan
1002,A1,full_refit,0.01,16,0.7681495224039357,0.767015177189723,nan
1002,A1,full_refit,0.01,17,0.7651681979086326,0.7640347483114762,nan
1002,A1,full_refit,0.01,18,0.7621932009284434,0.761060631094597,nan
1002,A1,full_refit,0.01,19,0.759224478320907,0.7580927723725198,nan
1002,A1,full_refit,0.01,20,0.7562619684502542,0.755131110558252,nan
1002,A1,full_refit,0.01,21,0.7533056005238665,0.7521755749949298,nan
1002,A1,full_refit,0.01,22,0.7503552948389809,0.7492260861927584,nan
1002,A1,full_refit,0.01,23,0.7474109637652584,0.7462825567899826,nan
1002,A1,full_refit,0.01,24,0.744472513182906,0.743344892966271,nan
1002,A1,full_refit,0.01,25,0.7415398440743928,0.7404129960118611,nan
1002,A1,full_refit,0.01,26,0.7386128540186333,0.7374867638037443,nan
1002,A1,full_refit,0.01,27,0.7356914384297009,0.7345660920315231,nan
1002,A1,full_refit,0.01,28,0.73277549147867,0.7316508751114261,nan
1002,A1,full_refit,0.01,29,0.7298649067086143,0.7287410067983333,nan
1002,A1,full_refit,0.01,30,0.726959577392546,0.7258363805451601,nan
1002,A1,full_refit,0.01,31,0.7240593967033843,0.7229368896773454,nan
1002,A1,full_refit,0.01,32,0.7211642577785978,0.7200424274624624,nan
1002,A1,full_refit,0.01,33,0.7182740537739,0.717152887166085,nan
1002,A1,full_refit,0.01,34,0.7153886779980344,0.7142681621838748,nan
1002,A1,full_refit,0.01,35,0.7125080241858451,0.7113881463080739,nan
1002,A1,full_refit,0.01,36,0.7096319868995274,0.7085127341224796,nan
1002,A1,full_refit,0.01,37,0.7067604619833316,0.7056418214558847,nan
1002,A1,full_refit,0.01,38,0.7038933469813935,0.7027753058053428,nan
1002,A1,full_refit,0.01,39,0.7010305414705535,0.6999130866785899,nan
1002,A1,full_refit,0.01,40,0.6981719473201763,0.6970550658630635,nan
1002,A1,full_refit,0.01,41,0.6953174689241326,0.6942011476632447,nan
1002,A1,full_refit,0.01,42,0.6924670134445605,0.6913512391452458,nan
1002,A1,full_refit,0.01,43,0.68962049107994,0.6885052504028117,nan
1002,A1,full_refit,0.01,44,0.68677781534389,0.6856630948336307,nan
1002,A1,full_refit,0.01,45,0.6839389033288006,0.6828246894020598,nan
1002,A1,full_refit,0.01,46,0.6811036759312278,0.679989954866015,nan
1002,A1,full_refit,0.01,47,0.6782720580276608,0.6771588159563527,nan
1002,A1,full_refit,0.01,48,0.6754439786017215,0.6743312015089302,nan
1002,A1,full_refit,0.01,49,0.6726193708321224,0.6715070445577409,nan
1002,A1,full_refit,0.01,50,0.6697981721537333,0.6686862824008054,nan
1002,A2,full_refit,0.01,1,0.8115322533041214,0.8103820065630583,nan
1002,A2,full_refit,0.01,2,0.8084928803873053,0.807343940340559,nan
1002,A2,full_refit,0.01,3,0.8054588791512186,0.8043112103719082,nan
1002,A2,full_refit,0.01,4,0.802430294365044,0.8012838620964821,nan
1002,A2,full_refit,0.01,5,0.7994072678611414,0.7982620376082056,nan
1002,A2,full_refit,0.01,6,0.7963899570425769,0.7952458943688993,nan
1002,A2,full_refit,0.01,7,0.7933784984402223,0.792235568832632,nan
1002,A2,full_refit,0.01,8,0.7903730031820805,0.7892311722175784,nan
1002,A2,full_refit,0.01,9,0.7873735591768706,0.7862327931568507,nan
1002,A2,full_refit,0.01,10,0.7843802354088352,0.7832405022226197,nan
1002,A2,full_refit,0.01,11,0.7813930830883675,0.7802543528804455,nan
1002,A2,full_refit,0.01,12,0.7784121329897231,0.7772743784678396,nan
1002,A2,full_refit,0.01,13,0.7754373922327352,0.7743005887030603,nan
1002,A2,full_refit,0.01,14,0.7724688430930716,0.7713329683229309,nan
1002,A2,full_refit,0.01,15,0.7695064446203294,0.7683714785636054,nan
1002,A2,full_refit,0.01,16,0.7665501367443934,0.7654160611375794,nan
1002,A2,full_refit,0.01,17,0.7635998459111155,0.7624666437688126,nan
1002,A2,full_refit,0.01,18,0.7606554909285769,0.7595231460045216,nan
1002,A2,full_refit,0.01,19,0.7577169877492954,0.7565854840481114,nan
1002,A2,full_refit,0.01,20,0.7547842524030949,0.7536535738125181,nan
1002,A2,full_refit,0.01,21,0.7518572019964883,0.7507273320699805,nan
1002,A2,full_refit,0.01,22,0.74893575424954,0.7478066761287026,nan
1002,A2,full_refit,0.01,23,0.7460198262525376,0.744891522694607,nan
1002,A2,full_refit,0.01,24,0.7431093330436933,0.7419817865139144,nan
1002,A2,full_refit,0.01,25,0.7402041864012596,0.7390773791962242,nan
1002,A2,full_refit,0.01,26,0.7373042940412148,0.7361782084194849,nan
1002,A2,full_refit,0.01,27,0.7344095592692079,0.733284177574943,nan
1002,A2,full_refit,0.01,28,0.7315198810538314,0.7303951858259596,nan
1002,A2,full_refit,0.01,29,0.7286351544496006,0.7275111285133538,nan
1002,A2,full_refit,0.01,30,0.7257552712845755,0.7246318978245635,nan
1002,A2,full_refit,0.01,31,0.7228801210275595,0.7217573836426958,nan
1002,A2,full_refit,0.01,32,0.7200095917569089,0.7188874744979392,nan
1002,A2,full_refit,0.01,33,0.7171435711639554,0.7160220585544648,nan
1002,A2,full_refit,0.01,34,0.7142819475370796,0.7131610245789024,nan
1002,A2,full_refit,0.01,35,0.7114246106861375,0.7103042628502102,nan
1002,A2,full_refit,0.01,36,0.7085714527798869,0.7074516659838352,nan
1002,A2,full_refit,0.01,37,0.7057223690803308,0.7046031296544455,nan
1002,A2,full_refit,0.01,38,0.7028772585670173,0.701758553210669,nan
1002,A2,full_refit,0.01,39,0.7000360244514109,0.6989178401822835,nan
1002,A2,full_refit,0.01,40,0.6971985745869134,0.6960808986855743,nan
1002,A2,full_refit,0.01,41,0.6943648217841345,0.6932476417364024,nan
1002,A2,full_refit,0.01,42,0.6915346840434947,0.6904179874828271,nan
1002,A2,full_refit,0.01,43,0.6887080847177163,0.6875918593695386,nan
1002,A2,full_refit,0.01,44,0.6858849526150512,0.6847691862446796,nan
1002,A2,full_refit,0.01,45,0.6830652220506738,0.6819499024163126,nan
1002,A2,full_refit,0.01,46,0.6802488328498925,0.6791339476620629,nan
1002,A2,full_refit,0.01,47,0.6774357303042816,0.6763212671928996,nan
1002,A2,full_refit,0.01,48,0.6746258650817042,0.6735118115717543,nan
1002,A2,full_refit,0.01,49,0.6718191930935152,0.6707055365898489,nan
1002,A2,full_refit,0.01,50,0.6690156753260214,0.6679024031072643,nan
1003,A1,full_refit,0.01,1,0.6466986271591538,0.6455919995286924,nan
1003,A1,full_refit,0.01,2,0.6447155383844687,0.6436096258430408,nan
1003,A1,full_refit,0.01,3,0.6427389603862703,0.6416337283029511,nan
1003,A1,full_refit,0.01,4,0.6407690584102304,0.639664473508831,nan
1003,A1,full_refit,0.01,5,0.6388059686671705,0.6377019990070099,nan
1003,A1,full_refit,0.01,6,0.6368497942924757,0.6357464092577324,nan
1003,A1,full_refit,0.01,7,0.6349006000074601,0.6337977703052746,nan
1003,A1,full_refit,0.01,8,0.6329584057076292,0.6318561033893908,nan
1003,A1,full_refit,0.01,9,0.6310231799411554,0.629921378483286,nan
1003,A1,full_refit,0.01,10,0.6290948353892205,0.6279935098817125,nan
1003,A1,full_refit,0.01,11,0.6271732291757205,0.6260723566642185,nan
1003,A1,full_refit,0.01,12,0.6252581698542611,0.6241577298457754,nan
1003,A1,full_refit,0.01,13,0.6233494304811837,0.6222494055173604,nan
1003,A1,full_refit,0.01,14,0.6214467647943994,0.620347140922109,nan
1003,A1,full_refit,0.01,15,0.6195499219999899,0.6184506890439309,nan
1003,A1,full_refit,0.01,16,0.6176586559927927,0.6165598076509428,nan
1003,A1,full_refit,0.01,17,0.6157727274065138,0.6146742612297315,nan
1003,A1,full_refit,0.01,18,0.6138918998859856,0.6127938171840838,nan
1003,A1,full_refit,0.01,19,0.612015933420706,0.610918239106182,nan
1003,A1,full_refit,0.01,20,0.6101445773437378,0.6090472796970309,nan
1003,A1,full_refit,0.01,21,0.6082775646651122,0.6071806749814074,nan
1003,A1,full_refit,0.01,22,0.6064146085376592,0.6053181406093922,nan
1003,A1,full_refit,0.01,23,0.604555401004827,0.6034593704369128,nan
1003,A1,full_refit,0.01,24,0.602699613638048,0.6016040370823751,nan
1003,A1,full_refit,0.01,25,0.6008468993037096,0.5997517937627642,nan
1003,A1,full_refit,0.01,26,0.598996894351538,0.5979022766681203,nan
1003,A1,full_refit,0.01,27,0.5971492209180292,0.5960551074716248,nan
1003,A1,full_refit,0.01,28,0.5953034893879671,0.5942098959441898,nan
1003,A1,full_refit,0.01,29,0.5934593011450785,0.5923662427852484,nan
1003,A1,full_refit,0.01,30,0.5916162516687233,0.5905237427409864,nan
1003,A1,full_refit,0.01,31,0.5897739339235694,0.5886819879816833,nan
1003,A1,full_refit,0.01,32,0.5879319418843384,0.5868405716062629,nan
1003,A1,full_refit,0.01,33,0.5860898739646843,0.5849990910650154,nan
1003,A1,full_refit,0.01,34,0.5842473361222993,0.5831571512831166,nan
1003,A1,full_refit,0.01,35,0.5824039444993292,0.5813143673401254,nan
1003,A1,full_refit,0.01,36,0.580559327571309,0.5794703666659189,nan
1003,A1,full_refit,0.01,37,0.5787131278533776,0.5776247907892391,nan
1003,A1,full_refit,0.01,38,0.5768650032315497,0.5757772966995746,nan
1003,A1,full_refit,0.01,39,0.5750146279724743,0.5739275578743622,nan
1003,A1,full_refit,0.01,40,0.573161693444769,0.5720752650064771,nan
1003,A1,full_refit,0.01,41,0.5713059085723549,0.5702201264554159,nan
1003,A1,full_refit,0.01,42,0.5694470000369078,0.5683618684421583,nan
1003,A1,full_refit,0.01,43,0.5675847122494657,0.5665002350100593,nan
1003,A1,full_refit,0.01,44,0.5657188071166768,0.5646349877789674,nan
1003,A1,full_refit,0.01,45,0.5638490636322865,0.5627659055243711,nan
1003,A1,full_refit,0.01,46,0.5619752773275518,0.5608927836160703,nan
1003,A1,full_refit,0.01,47,0.5600972596147001,0.5590154333509926,nan
1003,A1,full_refit,0.01,48,0.5582148370556147,0.5571336812125982,nan
1003,A1,full_refit,0.01,49,0.5563278505844957,0.555247368085692,nan
1003,A1,full_refit,0.01,50,0.5544361547093901,0.553356348451443,nan
1003,A2,full_refit,0.01,1,0.6445904534823559,0.6434838258518945,nan
1003,A2,full_refit,0.01,2,0.6426064838335591,0.6415003124620384,nan
1003,A2,full_refit,0.01,3,0.6406279015966765,0.6395222313660274,nan
1003,A2,full_refit,0.01,4,0.6386548112693532,0.6375496363710053,nan
1003,A2,full_refit,0.01,5,0.6366873497648453,0.6355826480358587,nan
1003,A2,full_refit,0.01,6,0.6347256069283099,0.633621354283879,nan
1003,A2,full_refit,0.01,7,0.6327696141883817,0.631665787487618,nan
1003,A2,full_refit,0.01,8,0.630819359599121,0.6297159368822354,nan
1003,A2,full_refit,0.01,9,0.6288748166364778,0.6277717765429849,nan
1003,A2,full_refit,0.01,10,0.6269359579210855,0.6258332794349428,nan
1003,A2,full_refit,0.01,11,0.6250027532270022,0.6239004159248746,nan
1003,A2,full_refit,0.01,12,0.6230751648081291,0.6219731492986644,nan
1003,A2,full_refit,0.01,13,0.6211531432661732,0.6200514316046128,nan
1003,A2,full_refit,0.01,14,0.6192366232773147,0.6181351992887698,nan
1003,A2,full_refit,0.01,15,0.6173255196137589,0.6162243691227396,nan
1003,A2,full_refit,0.01,16,0.6154197241257233,0.6143188351089941,nan
1003,A2,full_refit,0.01,17,0.6135191037797594,0.612418466464097,nan
1003,A2,full_refit,0.01,18,0.6116234994858311,0.6105231064086822,nan
