seed,arm,fit,lambda_1,epoch,train_loss,train_nll,validation_nll
1012,A1,full_refit,0.01,29,0.657367872717929,0.656264167600746,nan
1012,A1,full_refit,0.01,30,0.6550612137015445,0.6539579174806587,nan
1012,A1,full_refit,0.01,31,0.6527550364570813,0.6516521297923028,nan
1012,A1,full_refit,0.01,32,0.6504491730964145,0.6493466385078704,nan
1012,A1,full_refit,0.01,33,0.6481434581330452,0.6470412798965235,nan
1012,A1,full_refit,0.01,34,0.6458377289199252,0.6447358928885247,nan
1012,A1,full_refit,0.01,35,0.6435318263702031,0.6424303197276179,nan
1012,A1,full_refit,0.01,36,0.6412255958547345,0.640124406818731,nan
1012,A1,full_refit,0.01,37,0.6389188881596237,0.6378180056657063,nan
1012,A1,full_refit,0.01,38,0.6366115603919559,0.6355109737919924,nan
1012,A1,full_refit,0.01,39,0.6343034767445895,0.6332031755506645,nan
1012,A1,full_refit,0.01,40,0.6319945090656279,0.6308944827572296,nan
1012,A1,full_refit,0.01,41,0.6296845372138719,0.6285847751116593,nan
1012,A1,full_refit,0.01,42,0.62737344920861,0.6262739404057408,nan
1012,A1,full_refit,0.01,43,0.6250611411975606,0.6239618745327865,nan
1012,A1,full_refit,0.01,44,0.6227475172734808,0.6216484813289236,nan
1012,A1,full_refit,0.01,45,0.6204324891724238,0.619333672281312,nan
1012,A1,full_refit,0.01,46,0.6181159758875139,0.6170173661410947,nan
1012,A1,full_refit,0.01,47,0.6157979032316344,0.6146994884784482,nan
1012,A1,full_refit,0.01,48,0.6134782033796795,0.6123799712136614,nan
1012,A1,full_refit,0.01,49,0.6111568144155807,0.6100587521518747,nan
1012,A1,full_refit,0.01,50,0.6088336799019229,0.6077357745410249,nan
1012,A2,full_refit,0.01,1,0.7213532054390643,0.7202244010140963,nan
1012,A2,full_refit,0.01,2,0.7189648349549482,0.7178371035569935,nan
1012,A2,full_refit,0.01,3,0.7165812533896503,0.7154546185653662,nan
1012,A2,full_refit,0.01,4,0.7142025131523041,0.7130769522948961,nan
1012,A2,full_refit,0.01,5,0.7118286955501717,0.7107041795586994,nan
1012,A2,full_refit,0.01,6,0.7094598849338103,0.7083363810921278,nan
1012,A2,full_refit,0.01,7,0.7070961461862474,0.7059736229151865,nan
1012,A2,full_refit,0.01,8,0.7047375214183889,0.7036159514376404,nan
1012,A2,full_refit,0.01,9,0.7023840291766035,0.7012633858580726,nan
1012,A2,full_refit,0.01,10,0.7000356634165331,0.698915914646043,nan
1012,A2,full_refit,0.01,11,0.6976923911771137,0.6965735008171978,nan
1012,A2,full_refit,0.01,12,0.6953541514024312,0.6942360830173673,nan
1012,A2,full_refit,0.01,13,0.6930208537588302,0.6919035730868812,nan
1012,A2,full_refit,0.01,14,0.6906923776278261,0.689575854163087,nan
1012,A2,full_refit,0.01,15,0.6883685726905227,0.6872527777557738,nan
1012,A2,full_refit,0.01,16,0.6860492608746444,0.6849341631588673,nan
1012,A2,full_refit,0.01,17,0.6837342382266182,0.6826198031797284,nan
1012,A2,full_refit,0.01,18,0.681423277467661,0.6803094701633148,nan
1012,A2,full_refit,0.01,19,0.6791161306628177,0.6780029186976189,nan
1012,A2,full_refit,0.01,20,0.6768125318306194,0.6756998864685464,nan
1012,A2,full_refit,0.01,21,0.6745122007012785,0.6734000944748965,nan
1012,A2,full_refit,0.01,22,0.6722148472665331,0.6711032506573719,nan
1012,A2,full_refit,0.01,23,0.6699201764823118,0.6688090582568713,nan
1012,A2,full_refit,0.01,24,0.6676278934350877,0.6665172235659788,nan
1012,A2,full_refit,0.01,25,0.6653377078290504,0.6642274598955263,nan
1012,A2,full_refit,0.01,26,0.6630493374825738,0.6619394881954307,nan
1012,A2,full_refit,0.01,27,0.6607625110185453,0.6596530369660982,nan
1012,A2,full_refit,0.01,28,0.6584769690883966,0.657367845370573,nan
1012,A2,full_refit,0.01,29,0.6561924647687783,0.6550836672111278,nan
1012,A2,full_refit,0.01,30,0.6539087633235384,0.6528002712628556,nan
1012,A2,full_refit,0.01,31,0.6516256413420309,0.6505174376821895,nan
1012,A2,full_refit,0.01,32,0.64934288594828,0.6482349540760648,nan
1012,A2,full_refit,0.01,33,0.6470602937747976,0.6459526160023331,nan
1012,A2,full_refit,0.01,34,0.6447776701172413,0.6436702298690524,nan
1012,A2,full_refit,0.01,35,0.6424948282945236,0.6413876127300578,nan
1012,A2,full_refit,0.01,36,0.640211589086737,0.6391045883466762,nan
1012,A2,full_refit,0.01,37,0.637927780519243,0.636820984512885,nan
1012,A2,full_refit,0.01,38,0.6356432376096979,0.6345366355644191,nan
1012,A2,full_refit,0.01,39,0.6333578024224344,0.6322513855902986,nan
1012,A2,full_refit,0.01,40,0.6310713241695325,0.6299650870423719,nan
1012,A2,full_refit,0.01,41,0.6287836595157343,0.6276775971153841,nan
1012,A2,full_refit,0.01,42,0.6264946729224358,0.6253887784752571,nan
1012,A2,full_refit,0.01,43,0.6242042370110178,0.6230985035956575,nan
1012,A2,full_refit,0.01,44,0.6219122329544303,0.6208066555587238,nan
1012,A2,full_refit,0.01,45,0.6196185507758747,0.6185131245254083,nan
1012,A2,full_refit,0.01,46,0.6173230895821482,0.6162178069940847,nan
1012,A2,full_refit,0.01,47,0.6150257575864758,0.6139206096927113,nan
1012,A2,full_refit,0.01,48,0.6127264720648276,0.6116214508548359,nan
1012,A2,full_refit,0.01,49,0.6104251591496641,0.6093202564133591,nan
1012,A2,full_refit,0.01,50,0.6081217535531319,0.6070169584408951,nan
1013,A1,full_refit,0.01,1,0.6057916731771037,0.604655261148809,nan
1013,A1,full_refit,0.01,2,0.6034689049631677,0.6023333155308845,nan
1013,A1,full_refit,0.01,3,0.601148715395181,0.6000139155278864,nan
1013,A1,full_refit,0.01,4,0.5988312336550586,0.5976971898605449,nan
1013,A1,full_refit,0.01,5,0.5965166197704981,0.595383299445048,nan
1013,A1,full_refit,0.01,6,0.5942050098945608,0.5930723819652206,nan
1013,A1,full_refit,0.01,7,0.5918965124879644,0.5907645479188341,nan
1013,A1,full_refit,0.01,8,0.5895912071550642,0.5884598791507685,nan
1013,A1,full_refit,0.01,9,0.5872891508811254,0.5861584344977359,nan
1013,A1,full_refit,0.01,10,0.5849903910937974,0.5838602623357916,nan
1013,A1,full_refit,0.01,11,0.5826949763385305,0.5815654112690526,nan
1013,A1,full_refit,0.01,12,0.5804029580927692,0.5792739323676445,nan
1013,A1,full_refit,0.01,13,0.5781143867190018,0.5769858755180486,nan
1013,A1,full_refit,0.01,14,0.575829307010583,0.5747012851381169,nan
1013,A1,full_refit,0.01,15,0.5735477558183969,0.572420197793085,nan
1013,A1,full_refit,0.01,16,0.5712697618189191,0.5701426418798278,nan
1013,A1,full_refit,0.01,17,0.5689953465896831,0.5678686386251129,nan
1013,A1,full_refit,0.01,18,0.5667245260298291,0.5655982034751208,nan
1013,A1,full_refit,0.01,19,0.5644573114213355,0.5633313471749937,nan
1013,A1,full_refit,0.01,20,0.5621937098660975,0.5610680762536558,nan
1013,A1,full_refit,0.01,21,0.5599337242040874,0.5588083929949067,nan
1013,A1,full_refit,0.01,22,0.5576773526707981,0.5565522951373622,nan
1013,A1,full_refit,0.01,23,0.555424588524629,0.5542997755291234,nan
1013,A1,full_refit,0.01,24,0.553175419780421,0.5520508218753777,nan
1013,A1,full_refit,0.01,25,0.550929829103063,0.5498054166370305,nan
1013,A1,full_refit,0.01,26,0.5486877938677979,0.547563537090744,nan
1013,A1,full_refit,0.01,27,0.5464492863744302,0.5453251555400982,nan
1013,A1,full_refit,0.01,28,0.5442142741980196,0.5430902396618515,nan
1013,A1,full_refit,0.01,29,0.5419827206592798,0.5408587529711807,nan
1013,A1,full_refit,0.01,30,0.5397545853988518,0.5386306553903295,nan
1013,A1,full_refit,0.01,31,0.537529825039013,0.5364059039043068,nan
1013,A1,full_refit,0.01,32,0.5353083939141277,0.5341844532849304,nan
1013,A1,full_refit,0.01,33,0.5330902448480616,0.5319662568613798,nan
1013,A1,full_refit,0.01,34,0.5308753299540814,0.529751267312658,nan
1013,A1,full_refit,0.01,35,0.5286636014316065,0.5275394374561619,nan
1013,A1,full_refit,0.01,36,0.5264550123352876,0.5253307210076492,nan
1013,A1,full_refit,0.01,37,0.5242495172953042,0.5231250732913673,nan
1013,A1,full_refit,0.01,38,0.522047073172808,0.5209224518843156,nan
1013,A1,full_refit,0.01,39,0.5198476396399568,0.5187228171844075,nan
1013,A1,full_refit,0.01,40,0.517651179678897,0.5165261328975306,nan
1013,A1,full_refit,0.01,41,0.515457659997712,0.5143323664424276,nan
1013,A1,full_refit,0.01,42,0.5132670513638397,0.5121414892748596,nan
1013,A1,full_refit,0.01,43,0.5110793288573702,0.5099534771342347,nan
1013,A1,full_refit,0.01,44,0.5088944720486251,0.5077683102174438,nan
1013,A1,full_refit,0.01,45,0.5067124651067312,0.5055859732864528,nan
1013,A1,full_refit,0.01,46,0.5045332968482857,0.5034064557181477,nan
1013,A1,full_refit,0.01,47,0.5023569607370736,0.5012297515065679,nan
1013,A1,full_refit,0.01,48,0.5001834548466374,0.49905585922849993,nan
1013,A1,full_refit,0.01,49,0.49801278179716635,0.4968847819832342,nan
1013,A1,full_refit,0.01,50,0.49584494867677326,0.4947165273161338,nan
1013,A2,full_refit,0.01,1,0.6030269832994783,0.6018905712711836,nan
1013,A2,full_refit,0.01,2,0.6007160104976308,0.5995806591303999,nan
1013,A2,full_refit,0.01,3,0.5984091280894775,0.5972747581985016,nan
1013,A2,full_refit,0.01,4,0.5961051754961595,0.59497172420099,nan
1013,A2,full_refit,0.01,5,0.5938040065829117,0.5926714311521798,nan
1013,A2,full_refit,0.01,6,0.5915056449491508,0.5903739075201218,nan
1013,A2,full_refit,0.01,7,0.5892101756568735,0.5880792398803701,nan
1013,A2,full_refit,0.01,8,0.5869176988508613,0.5857875290390886,nan
1013,A2,full_refit,0.01,9,0.584628312763975,0.5834988735967722,nan
1013,A2,full_refit,0.01,10,0.5823421094891384,0.5812133658746685,nan
1013,A2,full_refit,0.01,11,0.5800591737739627,0.5789310907652339,nan
1013,A2,full_refit,0.01,12,0.5777795825186299,0.5766521252549647,nan
1013,A2,full_refit,0.01,13,0.5755034044588957,0.5743765381208926,nan
1013,A2,full_refit,0.01,14,0.5732306999062362,0.5721043896799142,nan
1013,A2,full_refit,0.01,15,0.5709615205152013,0.5698357315642973,nan
1013,A2,full_refit,0.01,16,0.5686959090805531,0.5675706065277875,nan
1013,A2,full_refit,0.01,17,0.566433899382343,0.5653090483016397,nan
1013,A2,full_refit,0.01,18,0.5641755161067576,0.5630510815291025,nan
1013,A2,full_refit,0.01,19,0.5619207748761472,0.5607967218119356,nan
1013,A2,full_refit,0.01,20,0.5596696824222818,0.5585459759025169,nan
1013,A2,full_refit,0.01,21,0.5574222369312976,0.5562988420687391,nan
1013,A2,full_refit,0.01,22,0.5551784285766317,0.5540553106459973,nan
1013,A2,full_refit,0.01,23,0.5529382402389339,0.5518153647727614,nan
1013,A2,full_refit,0.01,24,0.5507016483928282,0.5495789812870967,nan
1013,A2,full_refit,0.01,25,0.5484686241237049,0.5473461317453898,nan
1013,A2,full_refit,0.01,26,0.5462391342269103,0.5451167835148557,nan
1013,A2,full_refit,0.01,27,0.5440131423379868,0.5428909008891122,nan
1013,A2,full_refit,0.01,28,0.5417906100447384,0.5406684461795852,nan
1013,A2,full_refit,0.01,29,0.5395714979374299,0.5384493807419662,nan
1013,A2,full_refit,0.01,30,0.537355766560319,0.5362336659041302,nan
1013,A2,full_refit,0.01,31,0.5351433772354225,0.5340212637692706,nan
1013,A2,full_refit,0.01,32,0.5329342927384373,0.5318121378761722,nan
1013,A2,full_refit,0.01,33,0.5307284778175543,0.5296062537082706,nan
1013,A2,full_refit,0.01,34,0.5285258995579856,0.5274035790541758,nan
1013,A2,full_refit,0.01,35,0.5263265276066545,0.5252040842331644,nan
1013,A2,full_refit,0.01,36,0.524130334280576,0.5230077422077838,nan
1013,A2,full_refit,0.01,37,0.5219372945874641,0.5208145286106176,nan
1013,A2,full_refit,0.01,38,0.5197473861876647,0.5186244217130073,nan
1013,A2,full_refit,0.01,39,0.5175605893234537,0.5164374023607653,nan
1013,A2,full_refit,0.01,40,0.5153768867364533,0.5142534538969927,nan
1013,A2,full_refit,0.01,41,0.5131962635879551,0.5120725620864471,nan
1013,A2,full_refit,0.01,42,0.5110187073913992,0.5098947150506172,nan
1013,A2,full_refit,0.01,43,0.508844207961829,0.5077199032183777,nan
1013,A2,full_refit,0.01,44,0.5066727573839868,0.5055481192940413,nan
1013,A2,full_refit,0.01,45,0.5045043499987616,0.503379358242704,nan
1013,A2,full_refit,0.01,46,0.5023389824066452,0.5012136172917357,nan
1013,A2,full_refit,0.01,47,0.5001766534864401,0.4990508959468497,nan
1013,A2,full_refit,0.01,48,0.49801736442742983,0.49689119602112414,nan
1013,A2,full_refit,0.01,49,0.49586111877335126,0.494734521675474,nan
1013,A2,full_refit,0.01,50,0.49370792247672696,0.4925808794692562,nan
1014,A1,full_refit,0.01,1,0.867573649831661,0.8663405389353305,nan
1014,A1,full_refit,0.01,2,0.8641931170047749,0.8629603389686781,nan
1014,A1,full_refit,0.01,3,0.8608208991985585,0.8595884309584272,nan
1014,A1,full_refit,0.01,4,0.8574572274818348,0.8562250446621611,nan
1014,A1,full_refit,0.01,5,0.8541021739204658,0.852870266408379,nan
1014,A1,full_refit,0.01,6,0.850755789708938,0.8495241510689719,nan
1014,A1,full_refit,0.01,7,0.8474182142654673,0.8461868494919575,nan
1014,A1,full_refit,0.01,8,0.8440896133876391,0.8428585304441514,nan
1014,A1,full_refit,0.01,9,0.8407701424298187,0.8395393336632445,nan
1014,A1,full_refit,0.01,10,0.8374599384979347,0.8362293874097695,nan
1014,A1,full_refit,0.01,11,0.8341591229009734,0.832928810046809,nan
1014,A1,full_refit,0.01,12,0.8308678062140812,0.8296377115045556,nan
1014,A1,full_refit,0.01,13,0.8275860917055232,0.8263561951813605,nan
1014,A1,full_refit,0.01,14,0.8243140759768308,0.8230843580996504,nan
1014,A1,full_refit,0.01,15,0.8210518474469514,0.8198222892975514,nan
1014,A1,full_refit,0.01,16,0.8177994839532697,0.816570067436055,nan
1014,A1,full_refit,0.01,17,0.8145570504489991,0.8133277584929587,nan
1014,A1,full_refit,0.01,18,0.8113245971887479,0.8100954139132699,nan
1014,A1,full_refit,0.01,19,0.8081021584105699,0.8068730692327732,nan
1014,A1,full_refit,0.01,20,0.8048897513982984,0.8036607430740144,nan
1014,A1,full_refit,0.01,21,0.8016873758192733,0.8004584364249835,nan
1014,A1,full_refit,0.01,22,0.7984950132844295,0.7972661321591952,nan
1014,A1,full_refit,0.01,23,0.7953126271299362,0.7940837948020661,nan
1014,A1,full_refit,0.01,24,0.7921401624585609,0.790911370580622,nan
1014,A1,full_refit,0.01,25,0.7889775464981571,0.7877487878075625,nan
1014,A1,full_refit,0.01,26,0.7858246893295564,0.7845959576434705,nan
1014,A1,full_refit,0.01,27,0.7826814850061662,0.7814527752515145,nan
1014,A1,full_refit,0.01,28,0.779547813039433,0.7783191213126603,nan
1014,A1,full_refit,0.01,29,0.776423540172087,0.7751948638189751,nan
1014,A1,full_refit,0.01,30,0.773308522322173,0.7720798600249426,nan
1014,A1,full_refit,0.01,31,0.7702026065685518,0.7689739584251666,nan
1014,A1,full_refit,0.01,32,0.7671056330654149,0.7658770006444261,nan
1014,A1,full_refit,0.01,33,0.7640174368100807,0.7627888231641076,nan
1014,A1,full_refit,0.01,34,0.7609378492285787,0.7597092588517051,nan
1014,A1,full_refit,0.01,35,0.7578666995717027,0.7566381382917964,nan
1014,A1,full_refit,0.01,36,0.7548038161222673,0.7535752909286494,nan
1014,A1,full_refit,0.01,37,0.751749027205531,0.7505205460238623,nan
1014,A1,full_refit,0.01,38,0.7487021619823434,0.7474737334186015,nan
1014,A1,full_refit,0.01,39,0.7456630510039317,0.7444346840842657,nan
1014,A1,full_refit,0.01,40,0.7426315265253915,0.7414032304567417,nan
1014,A1,full_refit,0.01,41,0.7396074226054709,0.7383792065744091,nan
1014,A1,full_refit,0.01,42,0.7365905750486516,0.7353624480663109,nan
1014,A1,full_refit,0.01,43,0.7335808212600622,0.7323527920525961,nan
1014,A1,full_refit,0.01,44,0.7305780000817096,0.7293500770202703,nan
1014,A1,full_refit,0.01,45,0.7275819516649609,0.7263541427267625,nan
1014,A1,full_refit,0.01,46,0.7245925174165544,0.7233648301682908,nan
1014,A1,full_refit,0.01,47,0.7216095400391916,0.7203819816348696,nan
1014,A1,full_refit,0.01,48,0.7186328636753649,0.7174054408617668,nan
1014,A1,full_refit,0.01,49,0.7156623341546315,0.7144350532788061,nan
1014,A1,full_refit,0.01,50,0.7126977993389915,0.7114706663533127,nan
1014,A2,full_refit,0.01,1,0.8645462816088235,0.863313170712493,nan
1014,A2,full_refit,0.01,2,0.8611984123988545,0.85996561324715,nan
1014,A2,full_refit,0.01,3,0.8578588364222496,0.8566264092229869,nan
1014,A2,full_refit,0.01,4,0.8545278713744769,0.8532957863910965,nan
1014,A2,full_refit,0.01,5,0.8512058017072005,0.8499740257209506,nan
1014,A2,full_refit,0.01,6,0.847892880500077,0.8466613786965506,nan
1014,A2,full_refit,0.01,7,0.8445893220176461,0.8433580582441476,nan
1014,A2,full_refit,0.01,8,0.84129529880253,0.8400642358662416,nan
1014,A2,full_refit,0.01,9,0.8380109506076341,0.8367800511722764,nan
1014,A2,full_refit,0.01,10,0.8347364007140361,0.8335056285856633,nan
1014,A2,full_refit,0.01,11,0.831471764735348,0.830241085900675,nan
1014,A2,full_refit,0.01,12,0.8282171482593051,0.8269865313969581,nan
1014,A2,full_refit,0.01,13,0.8249726425953928,0.8237420592160213,nan
1014,A2,full_refit,0.01,14,0.8217383251880347,0.8205077496369225,nan
1014,A2,full_refit,0.01,15,0.8185142632449617,0.8172836727250158,nan
1014,A2,full_refit,0.01,16,0.8153005160918275,0.8140698907847362,nan
1014,A2,full_refit,0.01,17,0.8120971343002469,0.810866457597062,nan
1014,A2,full_refit,0.01,18,0.8089041567462756,0.8076734155575186,nan
1014,A2,full_refit,0.01,19,0.805721607368065,0.804490792466376,nan
1014,A2,full_refit,0.01,20,0.8025494925608152,0.8013185988957346,nan
1014,A2,full_refit,0.01,21,0.7993877994438806,0.7981568263465648,nan
1014,A2,full_refit,0.01,22,0.79623649500296,0.7950054461813124,nan
1014,A2,full_refit,0.01,23,0.793095526087993,0.7918644093334786,nan
1014,A2,full_refit,0.01,24,0.789964820179675,0.7887336467893709,nan
1014,A2,full_refit,0.01,25,0.786844286681111,0.7856130707094556,nan
1014,A2,full_refit,0.01,26,0.7837338184016418,0.7825025759139348,nan
1014,A2,full_refit,0.01,27,0.780633293002423,0.7794020414619176,nan
1014,A2,full_refit,0.01,28,0.7775425743735326,0.7763113322003989,nan
1014,A2,full_refit,0.01,29,0.7744615140321988,0.7732303002990993,nan
1014,A2,full_refit,0.01,30,0.7713899526223171,0.7701587868273368,nan
1014,A2,full_refit,0.01,31,0.7683277215250512,0.7670966233937427,nan
1014,A2,full_refit,0.01,32,0.7652746445279799,0.7640436338186043,nan
1014,A2,full_refit,0.01,33,0.7622305394705274,0.7609996357761128,nan
1014,A2,full_refit,0.01,34,0.7591952197827257,0.7579644423359219,nan
1014,A2,full_refit,0.01,35,0.7561684958520748,0.7549378633441679,nan
1014,A2,full_refit,0.01,36,0.7531501761800854,0.7519197066055643,nan
1014,A2,full_refit,0.01,37,0.7501400683190189,0.7489097788536693,nan
1014,A2,full_refit,0.01,38,0.7471379796050422,0.7459078865205983,nan
1014,A2,full_refit,0.01,39,0.7441437177225985,0.7429138363361449,nan
1014,A2,full_refit,0.01,40,0.7411570911443744,0.7399274357970844,nan
1014,A2,full_refit,0.01,41,0.7381779094921668,0.7369484935500459,nan
1014,A2,full_refit,0.01,42,0.7352059838583057,0.7339768197272866,nan
1014,A2,full_refit,0.01,43,0.7322411271178828,0.7310122262664458,nan
1014,A2,full_refit,0.01,44,0.7292831542514333,0.7280545272354025,nan
1014,A2,full_refit,0.01,45,0.726331882687818,0.7251035391736496,nan
1014,A2,full_refit,0.01,46,0.7233871326689665,0.7221590814534037,nan
1014,A2,full_refit,0.01,47,0.7204487276323214,0.7192209766575594,nan
1014,A2,full_refit,0.01,48,0.7175164946033419,0.7162890509677569,nan
1014,A2,full_refit,0.01,49,0.7145902645889495,0.7133631345540195,nan
1014,A2,full_refit,0.01,50,0.711669872962924,0.7104430619572426,nan
1015,A1,full_refit,0.01,1,0.6928989661608023,0.6917231033009373,nan
1015,A1,full_refit,0.01,2,0.6905658164173523,0.6893915085146402,nan
1015,A1,full_refit,0.01,3,0.6882349428688603,0.6870621581320061,nan
1015,A1,full_refit,0.01,4,0.685906527803687,0.6847352400232597,nan
1015,A1,full_refit,0.01,5,0.6835806889202926,0.6824108830241463,nan
1015,A1,full_refit,0.01,6,0.6812574796731026,0.6800891513655689,nan
1015,A1,full_refit,0.01,7,0.6789369424126839,0.6777700896979484,nan
1015,A1,full_refit,0.01,8,0.676619137144141,0.6754537549548746,nan
1015,A1,full_refit,0.01,9,0.6743041278229701,0.6731402074394968,nan
1015,A1,full_refit,0.01,10,0.67199196989802,0.6708294996996631,nan
1015,A1,full_refit,0.01,11,0.6696827042151938,0.6685216709411135,nan
1015,A1,full_refit,0.01,12,0.6673763543130087,0.6662167442448793,nan
1015,A1,full_refit,0.01,13,0.6650729261806403,0.6639147259175054,nan
1015,A1,full_refit,0.01,14,0.6627724093785075,0.661615606226325,nan
1015,A1,full_refit,0.01,15,0.6604747783700201,0.6593193604835935,nan
1015,A1,full_refit,0.01,16,0.6581799934910484,0.6570259498780743,nan
1015,A1,full_refit,0.01,17,0.655888001709534,0.6547353221473108,nan
1015,A1,full_refit,0.01,18,0.6535987375867474,0.6524474124719336,nan
1015,A1,full_refit,0.01,19,0.6513121246309929,0.650162144785327,nan
1015,A1,full_refit,0.01,20,0.6490280769428514,0.6478794334067987,nan
1015,A1,full_refit,0.01,21,0.6467465009514809,0.645599184794838,nan
1015,A1,full_refit,0.01,22,0.6444672971019928,0.6433212992667383,nan
1015,A1,full_refit,0.01,23,0.6421903614403347,0.6410456726164852,nan
1015,A1,full_refit,0.01,24,0.6399155870870609,0.6387721976135506,nan
1015,A1,full_refit,0.01,25,0.6376428656039028,0.6365007653842585,nan
1015,A1,full_refit,0.01,26,0.6353720882600906,0.634231266685079,nan
1015,A1,full_refit,0.01,27,0.6331031472020233,0.631963593076533,nan
1015,A1,full_refit,0.01,28,0.6308359365137033,0.62969763799077,nan
1015,A1,full_refit,0.01,29,0.628570353131085,0.6274332976596856,nan
1015,A1,full_refit,0.01,30,0.626306297559968,0.6251704718532058,nan
1015,A1,full_refit,0.01,31,0.6240436743601192,0.6229090643870826,nan
1015,A1,full_refit,0.01,32,0.621782392393988,0.620648983394311,nan
1015,A1,full_refit,0.01,33,0.6195223648764195,0.6183901413938582,nan
1015,A1,full_refit,0.01,34,0.6172635092837598,0.6161324552146198,nan
1015,A1,full_refit,0.01,35,0.6150057471826721,0.613875845835646,nan
1015,A1,full_refit,0.01,36,0.6127490040280249,0.6116202381926188,nan
1015,A1,full_refit,0.01,37,0.6104932089642943,0.6093655609850174,nan
1015,A1,full_refit,0.01,38,0.6082382946511776,0.6071117465043369,nan
1015,A1,full_refit,0.01,39,0.6059841971232514,0.604858730493061,nan
1015,A1,full_refit,0.01,40,0.6037308556858162,0.6026064520368811,nan
1015,A1,full_refit,0.01,41,0.601478212844422,0.6003548534884344,nan
1015,A1,full_refit,0.01,42,0.5992262142635614,0.5981038804190497,nan
1015,A1,full_refit,0.01,43,0.596974808749908,0.5958534815948611,nan
1015,A1,full_refit,0.01,44,0.5947239482564046,0.5936036089744003,nan
1015,A1,full_refit,0.01,45,0.5924735879047058,0.5913542177257309,nan
1015,A1,full_refit,0.01,46,0.5902236860244604,0.5891052662618815,nan
1015,A1,full_refit,0.01,47,0.5879742042084626,0.586856716293618,nan
1015,A1,full_refit,0.01,48,0.5857251073828448,0.5846085328984811,nan
1015,A1,full_refit,0.01,49,0.5834763638913171,0.5823606846046567,nan
1015,A1,full_refit,0.01,50,0.5812279455922804,0.5801131434879074,nan
1015,A2,full_refit,0.01,1,0.6897424490988311,0.6885665862389662,nan
1015,A2,full_refit,0.01,2,0.6874352433419005,0.6862610323794053,nan
1015,A2,full_refit,0.01,3,0.6851341793533746,0.6839615862412728,nan
1015,A2,full_refit,0.01,4,0.6828390323683214,0.6816680241151406,nan
1015,A2,full_refit,0.01,5,0.6805488994854779,0.6793794439147882,nan
1015,A2,full_refit,0.01,6,0.6782625014782406,0.6770945675833254,nan
1015,A2,full_refit,0.01,7,0.6759790121284275,0.6748125704630866,nan
1015,A2,full_refit,0.01,8,0.6736981315862381,0.6725331542090934,nan
1015,A2,full_refit,0.01,9,0.6714197912944119,0.6702562517428408,nan
1015,A2,full_refit,0.01,10,0.6691439934213542,0.6679818668961447,nan
1015,A2,full_refit,0.01,11,0.6668707561917794,0.665710019890411,nan
1015,A2,full_refit,0.01,12,0.6646000955849096,0.6634407290799628,nan
1015,A2,full_refit,0.01,13,0.6623320180041696,0.6611740035233684,nan
1015,A2,full_refit,0.01,14,0.660066516877645,0.6589098392906158,nan
1015,A2,full_refit,0.01,15,0.6578035717028535,0.6566482180467289,nan
1015,A2,full_refit,0.01,16,0.6555431492343513,0.6543891078101354,nan
1015,A2,full_refit,0.01,17,0.6532852058572006,0.652132465210405,nan
1015,A2,full_refit,0.01,18,0.6510296895518621,0.6498782377323152,nan
1015,A2,full_refit,0.01,19,0.6487765405339891,0.6476263648199568,nan
1015,A2,full_refit,0.01,20,0.6465256908869828,0.6453767779003146,nan
1015,A2,full_refit,0.01,21,0.6442770640015019,0.6431294000362028,nan
1015,A2,full_refit,0.01,22,0.642030574396013,0.6408841458057305,nan
1015,A2,full_refit,0.01,23,0.6397861281221527,0.6386409216653942,nan
1015,A2,full_refit,0.01,24,0.6375436237388089,0.6363996268186651,nan
1015,A2,full_refit,0.01,25,0.6353029537520717,0.6341601545106835,nan
1015,A2,full_refit,0.01,26,0.6330640063912628,0.6319223936422681,nan
1015,A2,full_refit,0.01,27,0.630826667578989,0.6296862305919141,nan
1015,A2,full_refit,0.01,28,0.6285908229394352,0.6274515511250325,nan
1015,A2,full_refit,0.01,29,0.6263563596767672,0.6252182422492837,nan
1015,A2,full_refit,0.01,30,0.6241231681616468,0.6229861938584691,nan
1015,A2,full_refit,0.01,31,0.6218911431096763,0.6207553000243411,nan
1015,A2,full_refit,0.01,32,0.6196601843196498,0.6185254598615717,nan
1015,A2,full_refit,0.01,33,0.6174301970255204,0.6162965779815616,nan
1015,A2,full_refit,0.01,34,0.6152010919647951,0.614068564620225,nan
1015,A2,full_refit,0.01,35,0.6129727852704571,0.6118413355496248,nan
1015,A2,full_refit,0.01,36,0.6107451982723296,0.6096148118722562,nan
1015,A2,full_refit,0.01,37,0.6085182572672173,0.6073889197707578,nan
1015,A2,full_refit,0.01,38,0.6062918932948481,0.6051635902596514,nan
1015,A2,full_refit,0.01,39,0.6040660419401923,0.6029387589649815,nan
1015,A2,full_refit,0.01,40,0.6018406431708953,0.600714365942827,nan
1015,A2,full_refit,0.01,41,0.599615641209964,0.5984903555373333,nan
1015,A2,full_refit,0.01,42,0.5973909844376891,0.5962666762719806,nan
1015,A2,full_refit,0.01,43,0.595166625312738,0.5940432807634847,nan
1015,A2,full_refit,0.01,44,0.5929425203002866,0.5918201256456109,nan
1015,A2,full_refit,0.01,45,0.5907186297949059,0.5895971714900392,nan
1015,A2,full_refit,0.01,46,0.5884949180275985,0.587374382713099,nan
1015,A2,full_refit,0.01,47,0.5862713529497101,0.5851517274604924,nan
