seed,arm,lambda_1,cfhm_taus,b3_taus,cfhm_mean_tau,b3_mean_tau,cfhm_gate,b3_gate
1025,A1,0.01,"[0.14904522613065324, 0.27065326633165826, 0.18381909547738692, 0.17658291457286432, 0.2293467336683417, 0.2056281407035176, 0.27668341708542715, 0.24964824120603016, 0.31226130653266326, 0.2363819095477387]","[0.2625125628140703, 0.2650251256281407, 0.23175879396984925, 0.23929648241206028, 0.2552763819095477, 0.2700502512562814, 0.3137688442211055, 0.3543718592964824, 0.19829145728643216, 0.2741708542713568]",0.2290050251256281,0.26645226130653266,False,False
1025,A2,0.01,"[0.02603015075376884, 0.3069346733668341, 0.11477386934673364, 0.16522613065326633, 0.08653266331658291, 0.2116582914572864, 0.1014070351758794, 0.1515577889447236, 0.20351758793969849, 0.17306532663316582]","[0.15698492462311558, 0.208643216080402, 0.1550753768844221, 0.09316582914572863, 0.15979899497487438, 0.11849246231155777, 0.19999999999999998, 0.2672361809045226, 0.161608040201005, 0.15527638190954773]",0.15407035175879397,0.16762814070351756,False,False
1026,A1,0.01,"[-0.04663316582914573, -0.029849246231155774, 0.11859296482412059, 0.0006030150753768844, 0.1358793969849246, 0.015778894472361808, -0.10592964824120601, -0.00020100502512562812, -0.04331658291457286, 0.09688442211055276]","[0.08954773869346733, 0.1335678391959799, 0.1263316582914573, 0.05487437185929648, 0.06814070351758794, 0.07386934673366834, 0.02884422110552764, 0.07487437185929648, 0.15557788944723616, 0.1699497487437186]",0.014180904522613063,0.09755778894472361,False,False
1026,A2,0.01,"[-0.030351758793969844, 0.11155778894472361, -0.037989949748743715, -0.00321608040201005, -0.016884422110552764, -0.05507537688442211, 0.07457286432160803, 0.043919597989949745, -0.027035175879396984, 0.019999999999999997]","[0.07688442211055276, 0.11015075376884421, 0.16693467336683415, 0.14331658291457286, 0.12050251256281408, 0.128643216080402, 0.15859296482412058, 0.061206030150753765, 0.11487437185929647, 0.17025125628140703]",0.007949748743718593,0.1251356783919598,False,False
1027,A1,0.01,"[0.09758793969849246, 0.1314572864321608, 0.29758793969849245, 0.1384924623115578, 0.312964824120603, 0.28110552763819097, 0.24693467336683414, 0.24552763819095474, 0.24743718592964822, 0.1673366834170854]","[0.30472361809045223, 0.32060301507537686, 0.30482412060301506, 0.24773869346733665, 0.34673366834170855, 0.2672361809045226, 0.2955778894472362, 0.29778894472361805, 0.3353768844221105, 0.3186934673366834]",0.216643216080402,0.303929648241206,False,False
1027,A2,0.01,"[0.06904522613065325, 0.16934673366834171, 0.05045226130653266, 0.09346733668341707, 0.21658291457286433, 0.10110552763819095, 0.14844221105527636, 0.22331658291457285, 0.20311557788944723, 0.14492462311557788]","[0.20984924623115578, 0.13949748743718593, 0.22824120603015075, 0.11567839195979898, 0.15708542713567838, 0.1714572864321608, 0.16944723618090451, 0.15557788944723616, 0.1629145728643216, 0.20150753768844218]",0.1419798994974874,0.17112562814070348,False,False
1028,A1,0.01,"[0.18261306532663316, 0.056281407035175875, 0.12542713567839195, 0.10653266331658291, 0.056783919597989944, 0.06633165829145728, -0.003115577889447236, -0.005728643216080401, 0.23628140703517583, 0.008341708542713568]","[0.21376884422110554, 0.16703517587939698, 0.1264321608040201, 0.09527638190954772, 0.19286432160804018, 0.14462311557788943, 0.1429145728643216, 0.16623115577889447, 0.20291457286432157, 0.09768844221105527]",0.08297487437185928,0.1549748743718593,False,False
1028,A2,0.01,"[0.002814070351758794, 0.08301507537688442, 0.00964824120603015, 0.0700502512562814, -0.009246231155778894, 0.08522613065326633, 0.046733668341708536, -0.023517587939698492, -0.007035175879396984, -0.02824120603015075]","[0.02522613065326633, 0.0778894472361809, 0.11165829145728642, 0.09055276381909547, 0.08512562814070351, 0.22211055276381908, 0.11467336683417086, 0.06944723618090451, 0.11748743718592965, 0.031055276381909542]",0.022944723618090447,0.09452261306532664,False,False
1029,A1,0.01,"[0.06030150753768843, 0.012964824120603013, 0.03326633165829145, 0.03889447236180904, 0.0, 0.11748743718592965, 0.015075376884422108, 0.011959798994974872, -0.05336683417085427, 0.027236180904522612]","[0.38783919597989946, 0.2716582914572864, 0.31899497487437184, 0.28783919597989943, 0.32964824120603015, 0.37045226130653264, 0.31999999999999995, 0.3802010050251256, 0.2717587939698492, 0.3514572864321608]",0.02638190954773869,0.32898492462311557,False,False
1029,A2,0.01,"[-0.06351758793969849, 0.004120603015075376, 0.0700502512562814, 0.00040201005025125624, 0.0500502512562814, 0.09517587939698492, -0.05226130653266331, 0.026532663316582914, -0.0033165829145728643, -0.06010050251256281]","[0.3162814070351758, 0.29437185929648235, 0.31929648241206027, 0.33045226130653266, 0.32633165829145727, 0.3157788944723618, 0.2973869346733668, 0.3251256281407035, 0.32211055276381906, 0.3615075376884422]",0.006713567839195982,0.3208643216080401,False,False
1030,A1,0.01,"[0.16763819095477386, 0.005628140703517588, 0.1630150753768844, 0.20673366834170853, 0.16824120603015075, 0.08492462311557789, 0.14452261306532663, 0.14592964824120602, 0.11929648241206028, 0.1015075376884422]","[0.45688442211055275, 0.40482412060301504, 0.4653266331658291, 0.45407035175879396, 0.4296482412060301, 0.38190954773869346, 0.4381909547738693, 0.4817085427135678, 0.45608040201005023, 0.41216080402010047]",0.1307437185929648,0.4380804020100502,False,False
1030,A2,0.01,"[-0.03336683417085427, -0.061206030150753765, -0.10773869346733668, 0.032562814070351755, -0.03135678391959799, -0.08070351758793969, -0.10994974874371859, 0.06452261306532663, 0.215678391959799, 0.12231155778894472]","[0.4517587939698492, 0.3795979899497487, 0.34773869346733666, 0.31889447236180907, 0.39085427135678386, 0.35175879396984927, 0.3638190954773869, 0.38190954773869346, 0.4446231155778894, 0.378391959798995]",0.0010753768844221148,0.3809346733668342,False,False
1031,A1,0.01,"[0.09055276381909547, -0.003417085427135678, 0.013266331658291457, 0.004623115577889447, 0.035175879396984924, 0.06180904522613064, 0.09246231155778893, 0.05155778894472361, 0.044422110552763815, 0.10683417085427135]","[0.15527638190954773, 0.16482412060301507, 0.210251256281407, 0.11035175879396984, 0.17919597989949748, 0.12773869346733668, 0.13819095477386933, 0.13336683417085426, 0.1316582914572864, 0.23306532663316584]",0.04972864321608039,0.15839195979899495,False,False
1031,A2,0.01,"[-0.0003015075376884422, 0.05125628140703518, -0.046432160804020094, 0.059396984924623114, -0.02381909547738693, 0.005527638190954773, 0.02010050251256281, 0.026532663316582914, 0.0185929648241206, 0.056884422110552765]","[-0.017587939698492462, 0.07768844221105528, 0.13095477386934673, 0.0033165829145728643, 0.04783919597989949, 0.0371859296482412, 0.07246231155778894, 0.01236180904522613, 0.09216080402010049, 0.046432160804020094]",0.016773869346733673,0.05028140703517588,False,False
1032,A1,0.01,"[0.021407035175879396, -0.034371859296482406, -0.0037185929648241205, 0.03839195979899497, -0.007738693467336683, 0.003015075376884422, 0.013467336683417085, -0.005829145728643216, 0.020201005025125625, 0.04693467336683416]","[0.04331658291457286, 0.1407035175879397, 0.0543718592964824, 0.08974874371859297, 0.03919597989949749, 0.04894472361809045, 0.03366834170854271, 0.08613065326633165, 0.11155778894472361, 0.07889447236180903]",0.009175879396984924,0.07265326633165828,False,False
1032,A2,0.01,"[0.0821105527638191, 0.03889447236180904, 0.05487437185929648, 0.014974874371859298, 0.04914572864321608, -0.13457286432160803, 0.0128643216080402, 0.03226130653266331, -0.006834170854271356, -0.07949748743718593]","[0.1201005025125628, -0.02271356783919598, 0.10311557788944722, 0.014070351758793969, 0.04994974874371859, 0.07427135678391959, 0.01778894472361809, 0.05567839195979899, 0.053768844221105526, 0.007236180904522612]",0.006422110552763818,0.047326633165829135,False,False
1033,A1,0.01,"[0.01829145728643216, 0.07748743718592964, 0.12070351758793968, 0.03809045226130653, 0.15025125628140704, 0.09306532663316583, 0.08321608040201005, 0.04100502512562814, 0.11135678391959798, 0.11899497487437186]","[0.1808040201005025, 0.18160804020100502, 0.2817085427135678, 0.19567839195979897, 0.22211055276381908, 0.15768844221105527, 0.1709547738693467, 0.2143718592964824, 0.2524623115577889, 0.24241206030150755]",0.08524623115577888,0.20997989949748744,False,False
1033,A2,0.01,"[0.017989949748743714, 0.08783919597989949, 0.00984924623115578, 0.16100502512562814, 0.10402010050251255, 0.08341708542713568, -0.0064321608040201, -0.015175879396984922, 0.022412060301507535, -0.02773869346733668]","[0.09909547738693467, 0.01708542713567839, 0.1757788944723618, 0.2288442211055276, 0.08884422110552763, 0.15718592964824118, 0.11055276381909547, 0.04693467336683416, 0.1015075376884422, 0.0407035175879397]",0.04371859296482412,0.10665326633165831,False,False
1034,A1,0.01,"[0.02562814070351759, 0.04713567839195979, 0.013969849246231155, 0.03819095477386934, 0.014974874371859298, -0.024924623115577887, 0.10090452261306532, -0.005728643216080401, 0.07929648241206029, -0.0033165829145728643]","[0.11517587939698493, 0.12120603015075378, 0.02773869346733668, 0.13728643216080402, 0.00914572864321608, 0.12894472361809045, 0.08884422110552763, 0.09869346733668341, 0.10723618090452261, 0.18713567839195977]",0.028613065326633165,0.10214070351758793,False,False
1034,A2,0.01,"[0.044723618090452257, -0.010150753768844221, 0.04552763819095477, 0.029045226130653266, -0.11276381909547738, 0.07849246231155779, 0.002914572864321608, 0.11477386934673364, 0.10743718592964824, -0.05226130653266331]","[-0.027839195979899495, -0.012160804020100502, -0.021708542713567838, 0.020402010050251256, 0.03869346733668342, -0.07276381909547738, 0.01658291457286432, -0.03417085427135678, 0.029648241206030147, -0.0342713567839196]",0.024773869346733663,-0.009758793969849246,False,False
1035,A1,0.01,"[-0.09276381909547737, 0.0650251256281407, 0.07125628140703516, 0.06381909547738693, 0.007738693467336683, 0.03909547738693467, -0.002010050251256281, -0.026130653266331655, 0.056582914572864317, 0.05105527638190955]","[0.36633165829145725, 0.2294472361809045, 0.33045226130653266, 0.3392964824120603, 0.342713567839196, 0.30743718592964825, 0.3499497487437186, 0.4153768844221105, 0.3514572864321608, 0.38180904522613063]",0.02336683417085427,0.34142713567839195,False,False
1035,A2,0.01,"[0.027537688442211054, 0.014673366834170854, -0.015376884422110552, -0.058391959798994975, -0.0350753768844221, 0.011557788944723616, 0.0027135678391959797, 0.06402010050251256, -0.0009045226130653265, 0.024623115577889446]","[0.2646231155778894, 0.2192964824120603, 0.23668341708542712, 0.21879396984924623, 0.2577889447236181, 0.2106532663316583, 0.3193969849246231, 0.3698492462311557, 0.2710552763819095, 0.2370854271356784]",0.0035376884422110553,0.2605226130653266,False,False
1036,A1,0.01,"[0.09628140703517588, -0.037989949748743715, 0.040100502512562815, 0.15768844221105527, 0.05819095477386934, 0.04512562814070351, -0.00793969849246231, -0.004221105527638191, 0.06904522613065325, -0.0636180904522613]","[0.05597989949748743, 0.0578894472361809, 0.09597989949748743, 0.1893467336683417, 0.19497487437185929, 0.19678391959798994, 0.17326633165829144, 0.2692462311557789, 0.1673366834170854, 0.19909547738693467]",0.03526633165829145,0.15998994974874373,False,False
1036,A2,0.01,"[0.11055276381909547, 0.061005025125628144, -0.04080402010050251, 0.1058291457286432, 0.06683417085427136, -0.004623115577889447, 0.05889447236180904, 0.07407035175879396, -0.05758793969849246, 0.0771859296482412]","[0.08904522613065327, 0.04432160804020101, 0.10542713567839196, 0.10170854271356783, 0.11155778894472361, 0.041909547738693466, 0.024020100502512562, 0.13628140703517588, 0.04824120603015075, 0.020703517587939698]",0.045135678391959796,0.07232160804020099,False,False
1037,A1,0.01,"[0.0067336683417085425, 0.08492462311557789, 0.03407035175879397, 0.02562814070351759, -0.025427135678391957, 0.029648241206030147, -0.006030150753768844, 0.004221105527638191, 0.042613065326633164, 0.039597989949748745]","[0.38030150753768843, 0.36080402010050244, 0.33738693467336683, 0.28613065326633164, 0.32402010050251256, 0.3222110552763819, 0.3966834170854271, 0.33276381909547736, 0.325929648241206, 0.37899497487437184]",0.023597989949748745,0.3445226130653266,False,False
1037,A2,0.01,"[-0.0026130653266331653, 0.06562814070351758, 0.14050251256281407, -0.03587939698492462, 0.026231155778894472, 0.05798994974874372, 0.10130653266331657, -0.016683417085427137, 0.0250251256281407, -0.034673366834170855]","[0.3538693467336683, 0.3330653266331658, 0.2758793969849246, 0.32542713567839193, 0.34281407035175876, 0.24613065326633166, 0.3157788944723618, 0.33507537688442207, 0.32412060301507534, 0.28402010050251253]",0.03268341708542714,0.3136180904522613,False,False
1038,A1,0.01,"[0.21638190954773867, 0.1921608040201005, 0.03577889447236181, -0.019999999999999997, 0.13608040201005023, 0.20552763819095476, 0.22763819095477383, 0.18542713567839195, 0.15708542713567838, 0.27055276381909543]","[0.2450251256281407, 0.23577889447236178, 0.23557788944723615, 0.1536683417085427, 0.2491457286432161, 0.1700502512562814, 0.1957788944723618, 0.2277386934673367, 0.22854271356783917, 0.1777889447236181]",0.16066331658291455,0.21190954773869347,False,False
1038,A2,0.01,"[0.19145728643216078, 0.013768844221105527, 0.14804020100502513, 0.1795979899497487, 0.24693467336683414, 0.09306532663316583, 0.15809045226130652, 0.1728643216080402, 0.08291457286432159, 0.17829145728643214]","[0.16140703517587937, 0.14090452261306532, 0.21185929648241203, 0.1307537688442211, 0.1366834170854271, 0.0350753768844221, 0.24864321608040196, 0.1872361809045226, 0.20894472361809044, 0.16844221105527638]",0.14650251256281405,0.16299497487437184,False,False
1039,A1,0.01,"[0.11728643216080402, 0.04361809045226131, 0.06773869346733667, -0.01557788944723618, 0.06462311557788945, -0.052462311557788945, -0.021407035175879396, 0.059597989949748735, 0.02944723618090452, -0.00693467336683417]","[0.11557788944723617, 0.023417085427135678, 0.14592964824120602, 0.10673366834170854, 0.15045226130653264, 0.15547738693467336, 0.053969849246231154, 0.10381909547738692, 0.12291457286432159, 0.12402010050251255]",0.028592964824120597,0.11023115577889446,False,False
1039,A2,0.01,"[-0.012261306532663316, -0.042110552763819094, -0.03226130653266331, 0.014874371859296482, 0.05889447236180904, 0.0514572864321608, -0.008140703517587939, -0.05798994974874372, -0.011658291457286432, 0.020603015075376884]","[0.037788944723618094, -0.004723618090452262, 0.017889447236180904, -0.036984924623115575, 0.03135678391959799, 0.04844221105527638, 0.022110552763819093, 0.06512562814070351, -0.009045226130653266, 0.05768844221105528]",-0.0018592964824120626,0.022964824120603015,False,False
1040,A1,0.01,"[0.07105527638190955, 0.06864321608040201, -0.02693467336683417, -0.048341708542713566, 0.03246231155778894, 0.009748743718592964, 0.19929648241206027, -0.012160804020100502, 0.062211055276381905, 0.021407035175879396]","[0.20673366834170853, 0.2078391959798995, 0.19507537688442209, 0.18311557788944724, 0.271859296482412, 0.16703517587939698, 0.16904522613065326, 0.1677386934673367, 0.20824120603015073, 0.18874371859296482]",0.03773869346733668,0.19654271356783917,False,False
1040,A2,0.01,"[0.11115577889447235, 0.1592964824120603, -0.02301507537688442, 0.09276381909547737, 0.001809045226130653, 0.00693467336683417, 0.007336683417085427, -0.02884422110552764, 0.0628140703517588, 0.14402010050251254]","[0.16944723618090451, 0.1287437185929648, 0.1370854271356784, 0.1736683417085427, 0.12793969849246228, 0.22140703517587937, 0.2209045226130653, 0.14904522613065324, 0.11266331658291456, 0.16532663316582913]",0.053427135678391954,0.16062311557788944,False,False
1041,A1,0.01,"[0.06613065326633165, 0.018391959798994974, 0.05909547738693467, -0.0009045226130653265, 0.05206030150753768, 0.010251256281407035, 0.015477386934673366, -0.12954773869346733, -0.01678391959798995, 0.06160804020100502]","[0.3532663316582914, 0.22683417085427135, 0.10924623115577889, 0.14140703517587938, 0.17517587939698492, 0.21447236180904522, 0.16964824120603014, 0.16452261306532662, 0.12090452261306532, 0.21778894472361807]",0.01357788944723618,0.18932663316582915,False,False
1041,A2,0.01,"[0.014472361809045224, -0.03537688442211055, 0.13889447236180902, 0.010351758793969849, 0.005628140703517588, 0.008140703517587939, -0.007738693467336683, -0.015376884422110552, 0.0192964824120603, -0.016984924623115575]","[0.17296482412060302, 0.029748743718592964, -0.06251256281407035, 0.06030150753768843, 0.13597989949748743, 0.0507537688442211, 0.15487437185929645, 0.013266331658291457, -0.0257286432160804, 0.09497487437185928]",0.012130653266331656,0.06246231155778894,False,False
1042,A1,0.01,"[0.1858291457286432, 0.24442211055276378, 0.16170854271356783, 0.12974874371859296, 0.20060301507537687, 0.23758793969849246, 0.15497487437185928, 0.1201005025125628, 0.14422110552763817, 0.08482412060301507]","[0.3008040201005025, 0.2088442211055276, 0.17266331658291456, 0.271859296482412, 0.2557788944723618, 0.20542713567839194, 0.18291457286432158, 0.2264321608040201, 0.18904522613065328, 0.24341708542713567]",0.16640201005025126,0.22571859296482413,False,False
1042,A2,0.01,"[0.19839195979899496, 0.23517587939698492, 0.2658291457286432, 0.23517587939698492, 0.22281407035175876, 0.18522613065326632, 0.2157788944723618, 0.12140703517587938, 0.1749748743718593, 0.13839195979899496]","[0.18954773869346733, 0.1299497487437186, 0.17266331658291456, 0.20170854271356783, 0.14994974874371858, 0.13457286432160803, 0.04773869346733668, 0.168643216080402, 0.16120603015075377, 0.1587939698492462]",0.19931658291457285,0.15147738693467336,False,False
1043,A1,0.01,"[0.09497487437185928, -0.010653266331658291, 0.06381909547738693, 0.003517587939698492, -0.07467336683417085, 0.016281407035175877, 0.05638190954773869, 0.1015075376884422, 0.08030150753768844, 0.07497487437185929]","[0.0743718592964824, 0.14542713567839194, 0.13999999999999999, 0.12462311557788944, 0.10824120603015075, 0.02381909547738693, 0.14452261306532663, 0.16532663316582913, 0.05989949748743719, 0.02603015075376884]",0.04064321608040201,0.10122613065326631,False,False
1043,A2,0.01,"[-0.06150753768844221, -0.024824120603015074, 0.11427135678391959, 0.01386934673366834, -0.0006030150753768844, 0.08693467336683416, 0.09276381909547737, 0.0053266331658291454, -0.016281407035175877, 0.018894472361809047]","[-0.014773869346733668, 0.039999999999999994, 0.08974874371859297, 0.12613065326633166, 0.08231155778894472, 0.028442211055276383, 0.029045226130653266, 0.03989949748743719, 0.08723618090452262, -0.025829145728643213]",0.022884422110552763,0.04822110552763819,False,False
1044,A1,0.01,"[-0.0257286432160804, 0.10251256281407035, 0.10552763819095476, 0.161608040201005, 0.04864321608040201, 0.1493467336683417, -0.029949748743718595, 0.031557788944723615, 0.06633165829145728, 0.165929648241206]","[0.08743718592964823, 0.1330653266331658, 0.09547738693467336, -0.036180904522613064, 0.16140703517587937, 0.11226130653266331, -0.010854271356783919, 0.08472361809045226, 0.09185929648241206, -0.04793969849246231]",0.07757788944723618,0.06712562814070352,False,False
1044,A2,0.01,"[0.08100502512562814, 0.1657286432160804, 0.1578894472361809, 0.027035175879396984, 0.14683417085427133, 0.11678391959798995, 0.03537688442211055, 0.07959798994974873, 0.02894472361809045, 0.0672361809045226]","[0.08783919597989949, -0.002010050251256281, 0.021708542713567838, 0.09467336683417085, 0.09125628140703516, 0.008944723618090452, 0.008944723618090452, 0.04462311557788944, 0.0128643216080402, 0.08251256281407034]",0.090643216080402,0.045135678391959796,False,False
1045,A1,0.01,"[0.0735678391959799, 0.07346733668341708, -0.012060301507537688, -0.07095477386934673, -0.05738693467336682, 0.05829145728643216, 0.018492462311557788, 0.08100502512562814, -0.09145728643216079, 0.051155778894472356]","[0.2940703517587939, 0.2992964824120603, 0.3310552763819095, 0.3371859296482412, 0.3385929648241206, 0.26341708542713566, 0.24733668341708542, 0.3838190954773869, 0.3661306532663316, 0.3225125628140703]",0.012412060301507535,0.31834170854271354,False,False
1045,A2,0.01,"[-0.0007035175879396985, 0.11969849246231155, -0.07165829145728643, 0.056783919597989944, 0.030351758793969844, 0.09226130653266332, 0.08693467336683416, 0.12030150753768844, 0.03226130653266331, 0.004321608040201004]","[0.2976884422110553, 0.3128643216080402, 0.2779899497487437, 0.20542713567839194, 0.28673366834170855, 0.25407035175879394, 0.3085427135678392, 0.2868341708542713, 0.23035175879396985, 0.22140703517587937]",0.04705527638190954,0.2681909547738693,False,False
1046,A1,0.01,"[0.03628140703517588, -0.0850251256281407, 0.08532663316582914, -0.09487437185929648, 0.19346733668341706, 0.08522613065326633, -0.031557788944723615, 0.046231155778894466, 0.02743718592964824, 0.029949748743718595]","[0.14190954773869346, 0.013467336683417085, 0.07296482412060301, -0.01587939698492462, -0.004623115577889447, 0.04663316582914573, 0.04432160804020101, 0.07527638190954773, 0.11175879396984924, 0.09226130653266332]",0.02924623115577889,0.05780904522613065,False,False
1046,A2,0.01,"[0.011758793969849246, 0.03185929648241206, -0.04381909547738693, 0.01638190954773869, 0.020703517587939698, -0.030251256281407034, 0.019396984924623113, -0.06492462311557788, 0.018693467336683416, 0.032060301507537685]","[0.1100502512562814, 0.013969849246231155, 0.09427135678391958, 0.07296482412060301, 0.09005025125628141, -0.021708542713567838, 0.1415075376884422, 0.09829145728643215, 0.13246231155778893, 0.19477386934673366]",0.001185929648241206,0.09266331658291457,False,False
1047,A1,0.01,"[0.13467336683417083, 0.10884422110552763, 0.01969849246231156, 0.00592964824120603, 0.05809045226130653, 0.018492462311557788, -0.029547738693467336, 0.08231155778894472, -0.05125628140703518, 0.08371859296482412]","[0.2674371859296482, 0.27537688442211056, 0.26904522613065324, 0.23065326633165828, 0.16412060301507536, 0.16683417085427135, 0.25336683417085426, 0.24442211055276378, 0.24653266331658288, 0.24994974874371859]",0.043095477386934665,0.23677386934673367,False,False
1047,A2,0.01,"[-0.1078391959798995, 0.06864321608040201, 0.0064321608040201, 0.041407035175879396, 0.05467336683417085, 0.054773869346733665, 0.033869346733668336, 0.008844221105527638, 0.04321608040201005, -0.018894472361809047]","[0.11206030150753768, 0.07226130653266331, -0.013969849246231155, 0.07819095477386934, 0.13125628140703516, 0.14773869346733667, 0.02562814070351759, 0.1143718592964824, 0.02010050251256281, 0.08130653266331658]",0.01851256281407035,0.07689447236180905,False,False
1048,A1,0.01,"[0.2695477386934673, 0.414572864321608, 0.17849246231155777, 0.2030150753768844, 0.21587939698492462, 0.23718592964824117, 0.42552763819095474, 0.2959798994974874, 0.2064321608040201, 0.285929648241206]","[0.22924623115577888, 0.19889447236180904, 0.24733668341708542, 0.2584924623115578, 0.2636180904522613, 0.18733668341708543, 0.24683417085427137, 0.24763819095477385, 0.18180904522613062, 0.23718592964824117]",0.2732562814070352,0.2298391959798995,False,False
1048,A2,0.01,"[0.17206030150753768, 0.13628140703517588, 0.11105527638190954, 0.2665326633165829, 0.20251256281407035, 0.15819095477386935, 0.2922613065326633, 0.12793969849246228, 0.19688442211055276, 0.19768844221105528]","[0.2143718592964824, 0.18562814070351757, 0.18170854271356784, 0.17658291457286432, 0.17447236180904524, 0.19929648241206027, 0.19145728643216078, 0.1771859296482412, 0.20854271356783918, 0.20603015075376882]",0.18614070351758794,0.19152763819095475,False,False
1049,A1,0.01,"[0.018492462311557788, -0.03115577889447236, -0.029547738693467336, -0.030552763819095472, 0.03537688442211055, 0.027537688442211054, -0.015075376884422108, -0.07125628140703516, -0.02693467336683417, -0.015075376884422108]","[0.07527638190954773, 0.0033165829145728643, 0.10653266331658291, 0.09236180904522612, 0.11798994974874372, 0.012261306532663316, 0.08814070351758793, 0.12341708542713568, 0.06914572864321607, 0.02894472361809045]",-0.013819095477386934,0.07173869346733668,False,False
1049,A2,0.01,"[0.04040201005025125, 0.005527638190954773, 0.04954773869346733, 0.08060301507537689, 0.046432160804020094, 0.10130653266331657, 0.003819095477386934, 0.04562814070351758, 0.09537688442211055, 0.027236180904522612]","[0.03939698492462312, 0.12271356783919599, 0.015678391959798994, 0.12814070351758794, 0.05989949748743719, 0.04603015075376884, -0.049849246231155775, -0.03758793969849246, 0.0012060301507537687, 0.020402010050251256]",0.04958793969849246,0.034603015075376886,False,False
