arm,auroc,calibration_path,lambda_1,method,precision_at_10,precision_at_25,seed,selected_gamma,selected_kappa,status,train_rate
A2,0.572072072072072,gamma-bisection,0.01,B2_age_x_popularity,0.5,0.6,1022,-3.994140625,1.0,ELIGIBLE,0.03995192307692308
A2,0.8075933075933076,gamma-bisection,0.01,B3_fragility_only,1.0,0.92,1022,-3.994140625,1.0,ELIGIBLE,0.03995192307692308
A2,0.6465036465036466,gamma-bisection,0.01,B4_CFHM,0.8,0.88,1022,-3.994140625,1.0,ELIGIBLE,0.03995192307692308
A1,0.7626702724358974,gamma-bisection,0.01,B1_in_degree,0.9,0.96,1023,-3.94970703125,1.0,ELIGIBLE,0.04
A1,0.4423076923076923,gamma-bisection,0.01,B2_age_x_popularity,0.2,0.36,1023,-3.94970703125,1.0,ELIGIBLE,0.04
A1,0.7998798076923078,gamma-bisection,0.01,B3_fragility_only,1.0,0.96,1023,-3.94970703125,1.0,ELIGIBLE,0.04
A1,0.6076722756410257,gamma-bisection,0.01,B4_CFHM,0.9,0.8,1023,-3.94970703125,1.0,ELIGIBLE,0.04
A2,0.7389333333333333,gamma-bisection,0.01,B1_in_degree,1.0,1.0,1023,-4.1171875,1.0,ELIGIBLE,0.03995192307692308
A2,0.4616533333333333,gamma-bisection,0.01,B2_age_x_popularity,0.3,0.48,1023,-4.1171875,1.0,ELIGIBLE,0.03995192307692308
A2,0.7586133333333334,gamma-bisection,0.01,B3_fragility_only,0.9,0.96,1023,-4.1171875,1.0,ELIGIBLE,0.03995192307692308
A2,0.5537066666666666,gamma-bisection,0.01,B4_CFHM,0.7,0.72,1023,-4.1171875,1.0,ELIGIBLE,0.03995192307692308
A1,0.6320879120879122,gamma-bisection,0.01,B1_in_degree,0.9,0.84,1024,-3.76513671875,1.0,ELIGIBLE,0.03990384615384615
A1,0.3925274725274726,gamma-bisection,0.01,B2_age_x_popularity,0.5,0.6,1024,-3.76513671875,1.0,ELIGIBLE,0.03990384615384615
A1,0.7752747252747253,gamma-bisection,0.01,B3_fragility_only,1.0,0.92,1024,-3.76513671875,1.0,ELIGIBLE,0.03990384615384615
A1,0.4842857142857143,gamma-bisection,0.01,B4_CFHM,0.6,0.68,1024,-3.76513671875,1.0,ELIGIBLE,0.03990384615384615
A2,0.5995512035903713,gamma-bisection,0.01,B1_in_degree,1.0,0.76,1024,-4.0419921875,1.0,ELIGIBLE,0.04
A2,0.4116687066503468,gamma-bisection,0.01,B2_age_x_popularity,0.7,0.52,1024,-4.0419921875,1.0,ELIGIBLE,0.04
A2,0.6248470012239902,gamma-bisection,0.01,B3_fragility_only,1.0,0.92,1024,-4.0419921875,1.0,ELIGIBLE,0.04
A2,0.5082619339045288,gamma-bisection,0.01,B4_CFHM,0.7,0.6,1024,-4.0419921875,1.0,ELIGIBLE,0.04
A1,0.6628282828282828,gamma-bisection,0.01,B1_in_degree,0.9,0.8,1025,-4.057373046875,1.0,ELIGIBLE,0.04004807692307692
A1,0.3712121212121212,gamma-bisection,0.01,B2_age_x_popularity,0.5,0.48,1025,-4.057373046875,1.0,ELIGIBLE,0.04004807692307692
A1,0.8150505050505051,gamma-bisection,0.01,B3_fragility_only,1.0,0.92,1025,-4.057373046875,1.0,ELIGIBLE,0.04004807692307692
A1,0.6018181818181819,gamma-bisection,0.01,B4_CFHM,0.9,0.8,1025,-4.057373046875,1.0,ELIGIBLE,0.04004807692307692
A2,0.5895935960591132,gamma-bisection,0.01,B1_in_degree,0.8,0.76,1025,-4.25390625,1.0,ELIGIBLE,0.04
A2,0.4417077175697866,gamma-bisection,0.01,B2_age_x_popularity,0.6,0.56,1025,-4.25390625,1.0,ELIGIBLE,0.04
A2,0.6398809523809522,gamma-bisection,0.01,B3_fragility_only,0.9,0.88,1025,-4.25390625,1.0,ELIGIBLE,0.04
A2,0.5199096880131362,gamma-bisection,0.01,B4_CFHM,0.4,0.56,1025,-4.25390625,1.0,ELIGIBLE,0.04
A1,0.42567708333333343,gamma-bisection,0.01,B1_in_degree,0.7,0.56,1026,-3.934326171875,1.0,ELIGIBLE,0.04004807692307692
A1,0.5509375,gamma-bisection,0.01,B2_age_x_popularity,0.8,0.64,1026,-3.934326171875,1.0,ELIGIBLE,0.04004807692307692
A1,0.7676041666666666,gamma-bisection,0.01,B3_fragility_only,1.0,0.96,1026,-3.934326171875,1.0,ELIGIBLE,0.04004807692307692
A1,0.4796875,gamma-bisection,0.01,B4_CFHM,0.5,0.52,1026,-3.934326171875,1.0,ELIGIBLE,0.04004807692307692
A2,0.4505517826825127,gamma-bisection,0.01,B1_in_degree,0.6,0.64,1026,-4.112060546875,1.0,ELIGIBLE,0.04
A2,0.5931663837011885,gamma-bisection,0.01,B2_age_x_popularity,1.0,0.8,1026,-4.112060546875,1.0,ELIGIBLE,0.04
A2,0.633276740237691,gamma-bisection,0.01,B3_fragility_only,0.8,0.8,1026,-4.112060546875,1.0,ELIGIBLE,0.04
A2,0.4892826825127335,gamma-bisection,0.01,B4_CFHM,0.8,0.72,1026,-4.112060546875,1.0,ELIGIBLE,0.04
A1,0.7435743574357435,gamma-bisection,0.01,B1_in_degree,0.9,0.88,1027,-3.985595703125,1.0,ELIGIBLE,0.03995192307692308
A1,0.49484948494849484,gamma-bisection,0.01,B2_age_x_popularity,0.4,0.6,1027,-3.985595703125,1.0,ELIGIBLE,0.03995192307692308
A1,0.8639863986398639,gamma-bisection,0.01,B3_fragility_only,1.0,0.96,1027,-3.985595703125,1.0,ELIGIBLE,0.03995192307692308
A1,0.6008600860086009,gamma-bisection,0.01,B4_CFHM,0.9,0.92,1027,-3.985595703125,1.0,ELIGIBLE,0.03995192307692308
A2,0.6258003201280512,gamma-bisection,0.01,B1_in_degree,0.6,0.56,1027,-3.924072265625,1.0,ELIGIBLE,0.04
A2,0.4875950380152061,gamma-bisection,0.01,B2_age_x_popularity,0.2,0.36,1027,-3.924072265625,1.0,ELIGIBLE,0.04
A2,0.735594237695078,gamma-bisection,0.01,B3_fragility_only,1.0,0.88,1027,-3.924072265625,1.0,ELIGIBLE,0.04
A2,0.47959183673469397,gamma-bisection,0.01,B4_CFHM,0.5,0.56,1027,-3.924072265625,1.0,ELIGIBLE,0.04
A1,0.65515625,gamma-bisection,0.01,B1_in_degree,0.9,0.72,1028,-3.92236328125,1.0,ELIGIBLE,0.04
A1,0.5718749999999999,gamma-bisection,0.01,B2_age_x_popularity,0.6,0.6,1028,-3.92236328125,1.0,ELIGIBLE,0.04
A1,0.7907291666666666,gamma-bisection,0.01,B3_fragility_only,1.0,1.0,1028,-3.92236328125,1.0,ELIGIBLE,0.04
A1,0.7671874999999999,gamma-bisection,0.01,B4_CFHM,1.0,1.0,1028,-3.92236328125,1.0,ELIGIBLE,0.04
A2,0.571864983974359,gamma-bisection,0.01,B1_in_degree,0.6,0.56,1028,-3.9326171875,1.0,ELIGIBLE,0.04
A2,0.5923477564102564,gamma-bisection,0.01,B2_age_x_popularity,0.7,0.6,1028,-3.9326171875,1.0,ELIGIBLE,0.04
A2,0.757011217948718,gamma-bisection,0.01,B3_fragility_only,0.7,0.84,1028,-3.9326171875,1.0,ELIGIBLE,0.04
A2,0.7269631410256411,gamma-bisection,0.01,B4_CFHM,0.8,0.84,1028,-3.9326171875,1.0,ELIGIBLE,0.04
A1,0.7882122399758816,gamma-bisection,0.01,B1_in_degree,0.9,0.92,1029,-4.18212890625,1.0,ELIGIBLE,0.03995192307692308
A1,0.4971359662345493,gamma-bisection,0.01,B2_age_x_popularity,0.5,0.56,1029,-4.18212890625,1.0,ELIGIBLE,0.03995192307692308
A1,0.8895588383077078,gamma-bisection,0.01,B3_fragility_only,1.0,1.0,1029,-4.18212890625,1.0,ELIGIBLE,0.03995192307692308
A1,0.4796502864033765,gamma-bisection,0.01,B4_CFHM,0.3,0.48,1029,-4.18212890625,1.0,ELIGIBLE,0.03995192307692308
A2,0.7143941694503492,gamma-bisection,0.01,B1_in_degree,0.8,0.76,1029,-4.29150390625,1.0,ELIGIBLE,0.04
A2,0.4914465026824577,gamma-bisection,0.01,B2_age_x_popularity,0.4,0.48,1029,-4.29150390625,1.0,ELIGIBLE,0.04
A2,0.7613118736714242,gamma-bisection,0.01,B3_fragility_only,1.0,0.96,1029,-4.29150390625,1.0,ELIGIBLE,0.04
A2,0.4595606842797854,gamma-bisection,0.01,B4_CFHM,0.3,0.48,1029,-4.29150390625,1.0,ELIGIBLE,0.04
A1,0.7898108297467722,gamma-bisection,0.01,B1_in_degree,1.0,0.96,1030,-4.0078125,1.0,ELIGIBLE,0.03990384615384615
A1,0.5389850865779202,gamma-bisection,0.01,B2_age_x_popularity,0.6,0.56,1030,-4.0078125,1.0,ELIGIBLE,0.03990384615384615
A1,0.8096286657992192,gamma-bisection,0.01,B3_fragility_only,1.0,1.0,1030,-4.0078125,1.0,ELIGIBLE,0.03990384615384615
A1,0.6631968771894705,gamma-bisection,0.01,B4_CFHM,0.7,0.8,1030,-4.0078125,1.0,ELIGIBLE,0.03990384615384615
A2,0.6913380060675803,gamma-bisection,0.01,B1_in_degree,0.9,0.84,1030,-4.29833984375,1.0,ELIGIBLE,0.04
A2,0.45485929490532484,gamma-bisection,0.01,B2_age_x_popularity,0.4,0.6,1030,-4.29833984375,1.0,ELIGIBLE,0.04
A2,0.7310388115911706,gamma-bisection,0.01,B3_fragility_only,1.0,0.88,1030,-4.29833984375,1.0,ELIGIBLE,0.04
A2,0.5621926979809603,gamma-bisection,0.01,B4_CFHM,0.7,0.6,1030,-4.29833984375,1.0,ELIGIBLE,0.04
A1,0.5768912773873502,gamma-bisection,0.01,B1_in_degree,0.7,0.8,1031,-4.074462890625,1.0,ELIGIBLE,0.04
A1,0.6544026457213724,gamma-bisection,0.01,B2_age_x_popularity,0.7,0.64,1031,-4.074462890625,1.0,ELIGIBLE,0.04
A1,0.7712897891690781,gamma-bisection,0.01,B3_fragility_only,0.8,0.84,1031,-4.074462890625,1.0,ELIGIBLE,0.04
A1,0.6860272840016536,gamma-bisection,0.01,B4_CFHM,0.9,0.92,1031,-4.074462890625,1.0,ELIGIBLE,0.04
A2,0.5411013968445383,gamma-bisection,0.01,B1_in_degree,0.4,0.64,1031,-4.135986328125,1.0,ELIGIBLE,0.04
A2,0.6969148829263391,gamma-bisection,0.01,B2_age_x_popularity,0.9,0.8,1031,-4.135986328125,1.0,ELIGIBLE,0.04
A2,0.7756004421666164,gamma-bisection,0.01,B3_fragility_only,1.0,0.92,1031,-4.135986328125,1.0,ELIGIBLE,0.04
A2,0.6198372022912271,gamma-bisection,0.01,B4_CFHM,0.9,0.84,1031,-4.135986328125,1.0,ELIGIBLE,0.04
A1,0.54274302313518,gamma-bisection,0.01,B1_in_degree,0.8,0.6,1032,-3.87451171875,1.0,ELIGIBLE,0.03990384615384615
A1,0.38831829027907466,gamma-bisection,0.01,B2_age_x_popularity,0.3,0.4,1032,-3.87451171875,1.0,ELIGIBLE,0.03990384615384615
A1,0.7778815229795621,gamma-bisection,0.01,B3_fragility_only,1.0,0.92,1032,-3.87451171875,1.0,ELIGIBLE,0.03990384615384615
A1,0.6385517169830895,gamma-bisection,0.01,B4_CFHM,0.9,0.88,1032,-3.87451171875,1.0,ELIGIBLE,0.03990384615384615
A2,0.4593874007936508,gamma-bisection,0.01,B1_in_degree,0.6,0.68,1032,-3.88818359375,1.0,ELIGIBLE,0.04
A2,0.4830109126984127,gamma-bisection,0.01,B2_age_x_popularity,0.8,0.72,1032,-3.88818359375,1.0,ELIGIBLE,0.04
A2,0.6829117063492064,gamma-bisection,0.01,B3_fragility_only,0.8,0.88,1032,-3.88818359375,1.0,ELIGIBLE,0.04
A2,0.6034226190476192,gamma-bisection,0.01,B4_CFHM,0.8,0.8,1032,-3.88818359375,1.0,ELIGIBLE,0.04
A1,0.6227988878591288,gamma-bisection,0.01,B1_in_degree,0.8,0.76,1033,-4.057373046875,1.0,ELIGIBLE,0.04
A1,0.6051899907321594,gamma-bisection,0.01,B2_age_x_popularity,0.8,0.76,1033,-4.057373046875,1.0,ELIGIBLE,0.04
A1,0.7870456183709195,gamma-bisection,0.01,B3_fragility_only,1.0,0.92,1033,-4.057373046875,1.0,ELIGIBLE,0.04
A1,0.7161981258366801,gamma-bisection,0.01,B4_CFHM,0.7,0.84,1033,-4.057373046875,1.0,ELIGIBLE,0.04
A2,0.6679120879120879,gamma-bisection,0.01,B1_in_degree,1.0,0.96,1033,-4.047119140625,1.0,ELIGIBLE,0.04
A2,0.611868131868132,gamma-bisection,0.01,B2_age_x_popularity,0.7,0.72,1033,-4.047119140625,1.0,ELIGIBLE,0.04
A2,0.7324175824175823,gamma-bisection,0.01,B3_fragility_only,1.0,0.96,1033,-4.047119140625,1.0,ELIGIBLE,0.04
A2,0.6634065934065934,gamma-bisection,0.01,B4_CFHM,0.9,0.88,1033,-4.047119140625,1.0,ELIGIBLE,0.04
A1,0.6122796474358974,gamma-bisection,0.01,B1_in_degree,0.6,0.52,1034,-4.306884765625,1.0,ELIGIBLE,0.03995192307692308
A1,0.5434695512820513,gamma-bisection,0.01,B2_age_x_popularity,0.8,0.6,1034,-4.306884765625,1.0,ELIGIBLE,0.03995192307692308
A1,0.8708934294871795,gamma-bisection,0.01,B3_fragility_only,1.0,0.92,1034,-4.306884765625,1.0,ELIGIBLE,0.03995192307692308
A1,0.7774439102564102,gamma-bisection,0.01,B4_CFHM,1.0,0.96,1034,-4.306884765625,1.0,ELIGIBLE,0.03995192307692308
A2,0.528021978021978,gamma-bisection,0.01,B1_in_degree,0.5,0.64,1034,-4.39404296875,1.0,ELIGIBLE,0.04
A2,0.49945054945054945,gamma-bisection,0.01,B2_age_x_popularity,0.6,0.68,1034,-4.39404296875,1.0,ELIGIBLE,0.04
A2,0.7276923076923076,gamma-bisection,0.01,B3_fragility_only,1.0,0.96,1034,-4.39404296875,1.0,ELIGIBLE,0.04
A2,0.6054945054945056,gamma-bisection,0.01,B4_CFHM,0.8,0.68,1034,-4.39404296875,1.0,ELIGIBLE,0.04
A1,0.36703125000000003,gamma-bisection,0.01,B1_in_degree,0.3,0.36,1035,-4.238525390625,1.0,ELIGIBLE,0.04
A1,0.6215625,gamma-bisection,0.01,B2_age_x_popularity,0.5,0.64,1035,-4.238525390625,1.0,ELIGIBLE,0.04
A1,0.7821875,gamma-bisection,0.01,B3_fragility_only,1.0,1.0,1035,-4.238525390625,1.0,ELIGIBLE,0.04
A1,0.3967708333333333,gamma-bisection,0.01,B4_CFHM,0.6,0.6,1035,-4.238525390625,1.0,ELIGIBLE,0.04
A2,0.3591243315508021,gamma-bisection,0.01,B1_in_degree,0.5,0.52,1035,-4.235107421875,1.0,ELIGIBLE,0.04
A2,0.6465017825311943,gamma-bisection,0.01,B2_age_x_popularity,0.9,0.8,1035,-4.235107421875,1.0,ELIGIBLE,0.04
A2,0.7501114081996435,gamma-bisection,0.01,B3_fragility_only,1.0,0.88,1035,-4.235107421875,1.0,ELIGIBLE,0.04
A2,0.4507575757575758,gamma-bisection,0.01,B4_CFHM,0.7,0.76,1035,-4.235107421875,1.0,ELIGIBLE,0.04
A1,0.625203998368013,gamma-bisection,0.01,B1_in_degree,0.9,0.8,1036,-3.855712890625,1.0,ELIGIBLE,0.03985576923076923
A1,0.4737862097103223,gamma-bisection,0.01,B2_age_x_popularity,0.3,0.4,1036,-3.855712890625,1.0,ELIGIBLE,0.03985576923076923
A1,0.7885556915544676,gamma-bisection,0.01,B3_fragility_only,1.0,0.96,1036,-3.855712890625,1.0,ELIGIBLE,0.03985576923076923
A1,0.6494288045695634,gamma-bisection,0.01,B4_CFHM,1.0,0.84,1036,-3.855712890625,1.0,ELIGIBLE,0.03985576923076923
A2,0.5046226509898503,gamma-bisection,0.01,B1_in_degree,0.5,0.48,1036,-4.0146484375,1.0,ELIGIBLE,0.03995192307692308
A2,0.5224600542659029,gamma-bisection,0.01,B2_age_x_popularity,0.3,0.44,1036,-4.0146484375,1.0,ELIGIBLE,0.03995192307692308
A2,0.7301778715706965,gamma-bisection,0.01,B3_fragility_only,0.9,0.92,1036,-4.0146484375,1.0,ELIGIBLE,0.03995192307692308
A2,0.6138076575218572,gamma-bisection,0.01,B4_CFHM,0.7,0.56,1036,-4.0146484375,1.0,ELIGIBLE,0.03995192307692308
A1,0.78531412565026,gamma-bisection,0.01,B1_in_degree,1.0,0.84,1037,-3.968505859375,1.0,ELIGIBLE,0.03995192307692308
A1,0.6539615846338535,gamma-bisection,0.01,B2_age_x_popularity,0.9,0.84,1037,-3.968505859375,1.0,ELIGIBLE,0.03995192307692308
A1,0.8585434173669467,gamma-bisection,0.01,B3_fragility_only,1.0,1.0,1037,-3.968505859375,1.0,ELIGIBLE,0.03995192307692308
A1,0.5872348939575831,gamma-bisection,0.01,B4_CFHM,0.7,0.72,1037,-3.968505859375,1.0,ELIGIBLE,0.03995192307692308
A2,0.7055205520552055,gamma-bisection,0.01,B1_in_degree,0.8,0.8,1037,-4.146240234375,1.0,ELIGIBLE,0.04
A2,0.6495649564956496,gamma-bisection,0.01,B2_age_x_popularity,0.9,0.8,1037,-4.146240234375,1.0,ELIGIBLE,0.04
A2,0.813081308130813,gamma-bisection,0.01,B3_fragility_only,1.0,1.0,1037,-4.146240234375,1.0,ELIGIBLE,0.04
A2,0.5722572257225722,gamma-bisection,0.01,B4_CFHM,0.5,0.6,1037,-4.146240234375,1.0,ELIGIBLE,0.04
A1,0.6801592902510334,gamma-bisection,0.01,B1_in_degree,0.8,0.84,1038,-4.108642578125,1.0,ELIGIBLE,0.03995192307692308
A1,0.3535638673253353,gamma-bisection,0.01,B2_age_x_popularity,0.5,0.4,1038,-4.108642578125,1.0,ELIGIBLE,0.03995192307692308
A1,0.8357697348523037,gamma-bisection,0.01,B3_fragility_only,1.0,1.0,1038,-4.108642578125,1.0,ELIGIBLE,0.03995192307692308
A1,0.8107672144369392,gamma-bisection,0.01,B4_CFHM,1.0,1.0,1038,-4.108642578125,1.0,ELIGIBLE,0.03995192307692308
A2,0.6059313528703332,gamma-bisection,0.01,B1_in_degree,0.7,0.6,1038,-4.409423828125,1.0,ELIGIBLE,0.04
A2,0.4341629867523083,gamma-bisection,0.01,B2_age_x_popularity,0.4,0.4,1038,-4.409423828125,1.0,ELIGIBLE,0.04
A2,0.757226013649137,gamma-bisection,0.01,B3_fragility_only,1.0,1.0,1038,-4.409423828125,1.0,ELIGIBLE,0.04
A2,0.6864712966680049,gamma-bisection,0.01,B4_CFHM,0.7,0.8,1038,-4.409423828125,1.0,ELIGIBLE,0.04
A1,0.5552,gamma-bisection,0.01,B1_in_degree,0.7,0.68,1039,-3.893310546875,1.0,ELIGIBLE,0.04004807692307692
A1,0.34677333333333327,gamma-bisection,0.01,B2_age_x_popularity,0.5,0.44,1039,-3.893310546875,1.0,ELIGIBLE,0.04004807692307692
A1,0.7869866666666666,gamma-bisection,0.01,B3_fragility_only,0.9,0.96,1039,-3.893310546875,1.0,ELIGIBLE,0.04004807692307692
A1,0.58368,gamma-bisection,0.01,B4_CFHM,0.6,0.72,1039,-3.893310546875,1.0,ELIGIBLE,0.04004807692307692
A2,0.42767775404333236,gamma-bisection,0.01,B1_in_degree,0.7,0.44,1039,-4.245361328125,1.0,ELIGIBLE,0.03995192307692308
A2,0.4878445732885769,gamma-bisection,0.01,B2_age_x_popularity,0.6,0.6,1039,-4.245361328125,1.0,ELIGIBLE,0.03995192307692308
A2,0.648052080154613,gamma-bisection,0.01,B3_fragility_only,0.8,0.84,1039,-4.245361328125,1.0,ELIGIBLE,0.03995192307692308
A2,0.5047299359169972,gamma-bisection,0.01,B4_CFHM,0.4,0.56,1039,-4.245361328125,1.0,ELIGIBLE,0.03995192307692308
A1,0.6425,gamma-bisection,0.01,B1_in_degree,0.8,0.6,1040,-4.07275390625,1.0,ELIGIBLE,0.04004807692307692
A1,0.48600000000000004,gamma-bisection,0.01,B2_age_x_popularity,0.4,0.44,1040,-4.07275390625,1.0,ELIGIBLE,0.04004807692307692
A1,0.8529,gamma-bisection,0.01,B3_fragility_only,1.0,1.0,1040,-4.07275390625,1.0,ELIGIBLE,0.04004807692307692
A1,0.7613,gamma-bisection,0.01,B4_CFHM,1.0,0.92,1040,-4.07275390625,1.0,ELIGIBLE,0.04004807692307692
A2,0.6784152171701759,gamma-bisection,0.01,B1_in_degree,0.6,0.8,1040,-4.53759765625,1.0,ELIGIBLE,0.04
A2,0.4949649069270674,gamma-bisection,0.01,B2_age_x_popularity,0.4,0.36,1040,-4.53759765625,1.0,ELIGIBLE,0.04
A2,0.7151866544603803,gamma-bisection,0.01,B3_fragility_only,0.9,0.88,1040,-4.53759765625,1.0,ELIGIBLE,0.04
A2,0.6348286033974164,gamma-bisection,0.01,B4_CFHM,0.7,0.76,1040,-4.53759765625,1.0,ELIGIBLE,0.04
A1,0.528061224489796,gamma-bisection,0.01,B1_in_degree,0.7,0.64,1041,-4.187255859375,1.0,ELIGIBLE,0.040192307692307694
A1,0.41946778711484595,gamma-bisection,0.01,B2_age_x_popularity,0.3,0.44,1041,-4.187255859375,1.0,ELIGIBLE,0.040192307692307694
A1,0.8503401360544218,gamma-bisection,0.01,B3_fragility_only,0.8,0.92,1041,-4.187255859375,1.0,ELIGIBLE,0.040192307692307694
A1,0.6053421368547418,gamma-bisection,0.01,B4_CFHM,0.7,0.68,1041,-4.187255859375,1.0,ELIGIBLE,0.040192307692307694
A2,0.5976751207729469,gamma-bisection,0.01,B1_in_degree,0.7,0.68,1041,-4.68115234375,1.0,ELIGIBLE,0.03995192307692308
A2,0.42924718196457323,gamma-bisection,0.01,B2_age_x_popularity,0.3,0.48,1041,-4.68115234375,1.0,ELIGIBLE,0.03995192307692308
A2,0.7362117552334945,gamma-bisection,0.01,B3_fragility_only,0.9,0.84,1041,-4.68115234375,1.0,ELIGIBLE,0.03995192307692308
A2,0.5302938808373591,gamma-bisection,0.01,B4_CFHM,0.7,0.6,1041,-4.68115234375,1.0,ELIGIBLE,0.03995192307692308
A1,0.682920692431562,gamma-bisection,0.01,B1_in_degree,0.9,0.76,1042,-4.05908203125,1.0,ELIGIBLE,0.04
A1,0.5206320450885669,gamma-bisection,0.01,B2_age_x_popularity,0.5,0.52,1042,-4.05908203125,1.0,ELIGIBLE,0.04
A1,0.85829307568438,gamma-bisection,0.01,B3_fragility_only,1.0,0.96,1042,-4.05908203125,1.0,ELIGIBLE,0.04
A1,0.4678945249597424,gamma-bisection,0.01,B4_CFHM,0.2,0.28,1042,-4.05908203125,1.0,ELIGIBLE,0.04
A2,0.6093500000000001,gamma-bisection,0.01,B1_in_degree,0.6,0.72,1042,-4.103515625,1.0,ELIGIBLE,0.03995192307692308
A2,0.5401,gamma-bisection,0.01,B2_age_x_popularity,0.5,0.48,1042,-4.103515625,1.0,ELIGIBLE,0.03995192307692308
A2,0.7675,gamma-bisection,0.01,B3_fragility_only,0.9,0.92,1042,-4.103515625,1.0,ELIGIBLE,0.03995192307692308
A2,0.5086999999999999,gamma-bisection,0.01,B4_CFHM,0.6,0.4,1042,-4.103515625,1.0,ELIGIBLE,0.03995192307692308
A1,0.5434695512820513,gamma-bisection,0.01,B1_in_degree,0.6,0.72,1043,-4.45556640625,1.0,ELIGIBLE,0.04004807692307692
A1,0.4942908653846154,gamma-bisection,0.01,B2_age_x_popularity,0.4,0.4,1043,-4.45556640625,1.0,ELIGIBLE,0.04004807692307692
A1,0.8492588141025641,gamma-bisection,0.01,B3_fragility_only,1.0,1.0,1043,-4.45556640625,1.0,ELIGIBLE,0.04004807692307692
A1,0.6614583333333333,gamma-bisection,0.01,B4_CFHM,0.5,0.68,1043,-4.45556640625,1.0,ELIGIBLE,0.04004807692307692
A2,0.56640625,gamma-bisection,0.01,B1_in_degree,0.6,0.56,1043,-4.6572265625,1.0,ELIGIBLE,0.04
A2,0.43516639610389607,gamma-bisection,0.01,B2_age_x_popularity,0.4,0.44,1043,-4.6572265625,1.0,ELIGIBLE,0.04
A2,0.7227069805194806,gamma-bisection,0.01,B3_fragility_only,0.9,0.92,1043,-4.6572265625,1.0,ELIGIBLE,0.04
A2,0.5992288961038961,gamma-bisection,0.01,B4_CFHM,0.7,0.76,1043,-4.6572265625,1.0,ELIGIBLE,0.04
A1,0.535035138486978,gamma-bisection,0.01,B1_in_degree,0.6,0.6,1044,-3.9736328125,1.0,ELIGIBLE,0.04
A1,0.46661843737081443,gamma-bisection,0.01,B2_age_x_popularity,0.5,0.48,1044,-3.9736328125,1.0,ELIGIBLE,0.04
A1,0.791649441918148,gamma-bisection,0.01,B3_fragility_only,1.0,0.96,1044,-3.9736328125,1.0,ELIGIBLE,0.04
A1,0.6010748243075651,gamma-bisection,0.01,B4_CFHM,0.7,0.52,1044,-3.9736328125,1.0,ELIGIBLE,0.04
A2,0.5103324808184143,gamma-bisection,0.01,B1_in_degree,0.3,0.56,1044,-4.224853515625,1.0,ELIGIBLE,0.03995192307692308
A2,0.5141687979539642,gamma-bisection,0.01,B2_age_x_popularity,0.2,0.44,1044,-4.224853515625,1.0,ELIGIBLE,0.03995192307692308
A2,0.7374936061381074,gamma-bisection,0.01,B3_fragility_only,1.0,0.88,1044,-4.224853515625,1.0,ELIGIBLE,0.03995192307692308
A2,0.5360613810741688,gamma-bisection,0.01,B4_CFHM,0.5,0.48,1044,-4.224853515625,1.0,ELIGIBLE,0.03995192307692308
A1,0.6969604243166055,gamma-bisection,0.01,B1_in_degree,0.7,0.84,1045,-3.720703125,1.0,ELIGIBLE,0.040096153846153844
A1,0.545389636882905,gamma-bisection,0.01,B2_age_x_popularity,0.6,0.48,1045,-3.720703125,1.0,ELIGIBLE,0.040096153846153844
A1,0.7052223582211343,gamma-bisection,0.01,B3_fragility_only,0.9,0.88,1045,-3.720703125,1.0,ELIGIBLE,0.040096153846153844
A1,0.5806813545491636,gamma-bisection,0.01,B4_CFHM,0.8,0.64,1045,-3.720703125,1.0,ELIGIBLE,0.040096153846153844
A2,0.6485918453131568,gamma-bisection,0.01,B1_in_degree,0.9,0.8,1045,-4.019775390625,1.0,ELIGIBLE,0.03995192307692308
A2,0.5438209331651955,gamma-bisection,0.01,B2_age_x_popularity,0.9,0.76,1045,-4.019775390625,1.0,ELIGIBLE,0.03995192307692308
A2,0.6751786464901219,gamma-bisection,0.01,B3_fragility_only,0.9,0.84,1045,-4.019775390625,1.0,ELIGIBLE,0.03995192307692308
A2,0.4666876839007987,gamma-bisection,0.01,B4_CFHM,0.6,0.64,1045,-4.019775390625,1.0,ELIGIBLE,0.03995192307692308
A1,0.6022395833333334,gamma-bisection,0.01,B1_in_degree,0.7,0.64,1046,-4.0419921875,1.0,ELIGIBLE,0.04
A1,0.3017708333333334,gamma-bisection,0.01,B2_age_x_popularity,0.2,0.28,1046,-4.0419921875,1.0,ELIGIBLE,0.04
A1,0.7984375,gamma-bisection,0.01,B3_fragility_only,1.0,0.96,1046,-4.0419921875,1.0,ELIGIBLE,0.04
A1,0.4158333333333334,gamma-bisection,0.01,B4_CFHM,0.4,0.44,1046,-4.0419921875,1.0,ELIGIBLE,0.04
A2,0.5069630124777182,gamma-bisection,0.01,B1_in_degree,0.7,0.72,1046,-4.29833984375,1.0,ELIGIBLE,0.04004807692307692
A2,0.3712121212121212,gamma-bisection,0.01,B2_age_x_popularity,0.5,0.56,1046,-4.29833984375,1.0,ELIGIBLE,0.04004807692307692
A2,0.6506238859180035,gamma-bisection,0.01,B3_fragility_only,0.9,0.96,1046,-4.29833984375,1.0,ELIGIBLE,0.04004807692307692
A2,0.356729055258467,gamma-bisection,0.01,B4_CFHM,0.4,0.56,1046,-4.29833984375,1.0,ELIGIBLE,0.04004807692307692
A1,0.5779676533414708,gamma-bisection,0.01,B1_in_degree,0.8,0.76,1047,-4.019775390625,1.0,ELIGIBLE,0.040096153846153844
